Invoice no,Customer id,Product id,Invoice date,Shopping mall,Category,Price,Gender,Age,Payment method
INV01847,C00888,P00119,2025-05-17,ST,Clothing,866.53,M,28,Credit Card
INV01847,C00888,P00092,2025-05-17,ST,Books,353.27,M,28,Credit Card
INV01847,C00888,P00521,2025-05-17,ST,Toys,116.89,M,28,Credit Card
INV01848,C00873,P00496,2024-03-19,TKO,Electronics,2383.0,F,33,Cash
INV01848,C00873,P00472,2024-03-19,TKO,Groceries,189.87,F,33,Cash
INV01848,C00873,P00134,2024-03-19,TKO,Electronics,4742.67,F,33,Cash
INV01848,C00873,P00250,2024-03-19,TKO,Books,211.4,F,33,Cash
INV01848,C00873,P00258,2024-03-19,TKO,Groceries,301.47,F,33,Cash
INV01849,C01127,P00324,2025-01-28,ST,Electronics,2466.65,M,37,Credit Card
INV01849,C01127,P00098,2025-01-28,ST,Clothing,907.34,M,37,Credit Card
INV01849,C01127,P00238,2025-01-28,ST,Books,486.5,M,37,Credit Card
INV01850,C00590,P00358,2024-05-11,CYB,Clothing,998.71,M,25,Credit Card
INV01850,C00590,P00488,2024-05-11,CYB,Books,74.38,M,25,Credit Card
INV01850,C00590,P00393,2024-05-11,CYB,Electronics,4632.3,M,25,Credit Card
INV01851,C00337,P00440,2025-06-28,ST,Electronics,5584.82,M,36,Cash
INV01851,C00337,P00199,2025-06-28,ST,Books,321.32,M,36,Cash
INV01851,C00337,P00311,2025-06-28,ST,Electronics,5583.26,M,36,Cash
INV01851,C00337,P00217,2025-06-28,ST,Groceries,60.05,M,36,Cash
INV01851,C00337,P00436,2025-06-28,ST,Electronics,4851.46,M,36,Cash
INV01852,C00237,P00013,2024-02-02,TKO,Books,444.89,M,59,Credit Card
INV01852,C00237,P00526,2024-02-02,TKO,Books,455.15,M,59,Credit Card
INV01853,C00786,P00135,2024-07-19,MK,Books,382.28,F,27,Cash
INV01853,C00786,P00264,2024-07-19,MK,Clothing,595.5,F,27,Cash
INV01853,C00786,P00333,2024-07-19,MK,Clothing,915.81,F,27,Cash
INV01853,C00786,P00388,2024-07-19,MK,Electronics,1661.09,F,27,Cash
INV01853,C00786,P00504,2024-07-19,MK,Books,348.66,F,27,Cash
INV01854,C00841,P00271,2024-08-26,MK,Toys,108.14,M,28,Cash
INV01854,C00841,P00387,2024-08-26,MK,Books,197.4,M,28,Cash
INV01854,C00841,P00491,2024-08-26,MK,Electronics,2359.5,M,28,Cash
INV01855,C00341,P00466,2025-05-21,MK,Books,265.05,F,54,Credit Card
INV01855,C00341,P00472,2025-05-21,MK,Groceries,189.87,F,54,Credit Card
INV01855,C00341,P00094,2025-05-21,MK,Toys,106.69,F,54,Credit Card
INV01856,C00650,P00425,2024-01-01,TKO,Toys,144.74,M,40,Credit Card
INV01856,C00650,P00148,2024-01-01,TKO,Electronics,5029.06,M,40,Credit Card
INV01856,C00650,P00109,2024-01-01,TKO,Electronics,5635.99,M,40,Credit Card
INV01857,C00416,P00058,2024-05-08,MK,Clothing,374.92,M,52,Cash
INV01858,C00233,P00342,2025-08-29,TKO,Groceries,151.88,M,55,Credit Card
INV01858,C00233,P00152,2025-08-29,TKO,Toys,105.57,M,55,Credit Card
INV01858,C00233,P00159,2025-08-29,TKO,Clothing,656.97,M,55,Credit Card
INV01859,C00603,P00490,2024-03-26,TKO,Clothing,999.45,F,19,Credit Card
INV01859,C00603,P00339,2024-03-26,TKO,Toys,140.62,F,19,Credit Card
INV01860,C01160,P00271,2024-05-19,MK,Toys,108.14,M,54,Cash
INV01860,C01160,P00387,2024-05-19,MK,Books,197.4,M,54,Cash
INV01860,C01160,P00084,2024-05-19,MK,Toys,144.22,M,54,Cash
INV01861,C01060,P00029,2025-01-11,ST,Clothing,837.78,F,25,Cash
INV01861,C01060,P00079,2025-01-11,ST,Groceries,243.11,F,25,Cash
INV01861,C01060,P00301,2025-01-11,ST,Books,88.48,F,25,Cash
INV01862,C00207,P00415,2024-05-09,ST,Books,120.4,F,37,Mobile Payment
INV01863,C00273,P00176,2025-01-31,CYB,Clothing,623.48,M,59,Credit Card
INV01863,C00273,P00346,2025-01-31,CYB,Groceries,122.38,M,59,Credit Card
INV01863,C00273,P00342,2025-01-31,CYB,Groceries,151.88,M,59,Credit Card
INV01864,C00965,P00173,2025-08-22,TKO,Electronics,3152.4,F,26,Credit Card
INV01864,C00965,P00311,2025-08-22,TKO,Electronics,5583.26,F,26,Credit Card
INV01865,C00454,P00509,2025-08-19,MK,Clothing,998.8,M,49,Cash
INV01865,C00454,P00423,2025-08-19,MK,Toys,98.8,M,49,Cash
INV01865,C00454,P00240,2025-08-19,MK,Toys,128.11,M,49,Cash
INV01865,C00454,P00329,2025-08-19,MK,Electronics,5190.56,M,49,Cash
INV01866,C00375,P00270,2024-12-20,CYB,Electronics,1546.75,M,52,Cash
INV01866,C00375,P00442,2024-12-20,CYB,Toys,129.62,M,52,Cash
INV01866,C00375,P00443,2024-12-20,CYB,Electronics,4867.57,M,52,Cash
INV01867,C00642,P00061,2024-12-23,ST,Books,570.84,F,55,Credit Card
INV01867,C00642,P00332,2024-12-23,ST,Toys,100.36,F,55,Credit Card
INV01867,C00642,P00293,2024-12-23,ST,Books,549.13,F,55,Credit Card
INV01868,C00847,P00018,2025-03-15,MK,Clothing,484.96,M,60,Cash
INV01868,C00847,P00392,2025-03-15,MK,Groceries,154.45,M,60,Cash
INV01868,C00847,P00220,2025-03-15,MK,Toys,116.08,M,60,Cash
INV01868,C00847,P00208,2025-03-15,MK,Toys,120.68,M,60,Cash
INV01869,C00788,P00421,2024-09-30,CYB,Electronics,2837.46,F,59,Cash
INV01869,C00788,P00329,2024-09-30,CYB,Electronics,5190.56,F,59,Cash
INV01869,C00788,P00100,2024-09-30,CYB,Toys,107.66,F,59,Cash
INV01870,C00519,P00270,2025-04-10,MK,Electronics,1546.75,M,45,Cash
INV01870,C00519,P00442,2025-04-10,MK,Toys,129.62,M,45,Cash
INV01870,C00519,P00292,2025-04-10,MK,Electronics,3041.86,M,45,Cash
INV01871,C00690,P00141,2024-10-04,ST,Clothing,594.67,M,50,Cash
INV01872,C00710,P00455,2024-07-27,TKO,Electronics,5400.69,F,30,Cash
INV01872,C00710,P00517,2024-07-27,TKO,Books,80.53,F,30,Cash
INV01872,C00710,P00006,2024-07-27,TKO,Clothing,185.09,F,30,Cash
INV01872,C00710,P00064,2024-07-27,TKO,Electronics,3488.18,F,30,Cash
INV01873,C00772,P00140,2025-12-28,MK,Books,324.18,M,49,Cash
INV01873,C00772,P00437,2025-12-28,MK,Electronics,4188.75,M,49,Cash
INV01873,C00772,P00124,2025-12-28,MK,Clothing,277.06,M,49,Cash
INV01873,C00772,P00370,2025-12-28,MK,Toys,146.83,M,49,Cash
INV01874,C00992,P00396,2024-05-26,TKO,Electronics,4507.3,M,41,Cash
INV01874,C00992,P00163,2024-05-26,TKO,Groceries,250.57,M,41,Cash
INV01875,C00745,P00084,2024-05-19,MK,Toys,144.22,M,59,Mobile Payment
INV01875,C00745,P00456,2024-05-19,MK,Electronics,2651.34,M,59,Mobile Payment
INV01875,C00745,P00136,2024-05-19,MK,Electronics,1721.7,M,59,Mobile Payment
INV01875,C00745,P00199,2024-05-19,MK,Books,321.32,M,59,Mobile Payment
INV01875,C00745,P00346,2024-05-19,MK,Groceries,122.38,M,59,Mobile Payment
INV01876,C00811,P00208,2025-02-09,TKO,Toys,120.68,M,53,Mobile Payment
INV01877,C00177,P00320,2024-04-17,MK,Toys,137.8,M,42,Mobile Payment
INV01877,C00177,P00437,2024-04-17,MK,Electronics,4188.75,M,42,Mobile Payment
INV01877,C00177,P00497,2024-04-17,MK,Toys,110.09,M,42,Mobile Payment
INV01877,C00177,P00315,2024-04-17,MK,Groceries,131.88,M,42,Mobile Payment
INV01878,C00452,P00525,2024-04-20,TKO,Electronics,4718.73,M,52,Mobile Payment
INV01878,C00452,P00279,2024-04-20,TKO,Books,558.78,M,52,Mobile Payment
INV01878,C00452,P00493,2024-04-20,TKO,Clothing,390.27,M,52,Mobile Payment
INV01878,C00452,P00320,2024-04-20,TKO,Toys,137.8,M,52,Mobile Payment
INV01878,C00452,P00117,2024-04-20,TKO,Books,507.64,M,52,Mobile Payment
INV01879,C00255,P00204,2024-12-23,MK,Electronics,5341.9,M,40,Cash
INV01879,C00255,P00093,2024-12-23,MK,Books,107.08,M,40,Cash
INV01880,C00872,P00060,2025-02-14,MK,Groceries,261.76,F,34,Credit Card
INV01880,C00872,P00128,2025-02-14,MK,Electronics,2133.93,F,34,Credit Card
INV01881,C00411,P00115,2024-03-18,MK,Toys,111.78,M,40,Mobile Payment
INV01881,C00411,P00176,2024-03-18,MK,Clothing,623.48,M,40,Mobile Payment
INV01882,C00172,P00111,2024-07-05,MK,Electronics,2021.65,M,37,Cash
INV01882,C00172,P00464,2024-07-05,MK,Electronics,5651.38,M,37,Cash
INV01882,C00172,P00248,2024-07-05,MK,Clothing,235.92,M,37,Cash
INV01882,C00172,P00227,2024-07-05,MK,Electronics,1522.25,M,37,Cash
INV01883,C00764,P00463,2025-10-23,CYB,Books,245.72,F,25,Credit Card
INV01884,C00482,P00188,2025-08-19,CYB,Electronics,1426.94,F,52,Cash
INV01884,C00482,P00101,2025-08-19,CYB,Electronics,1941.69,F,52,Cash
INV01884,C00482,P00107,2025-08-19,CYB,Books,309.9,F,52,Cash
INV01884,C00482,P00071,2025-08-19,CYB,Clothing,802.18,F,52,Cash
INV01885,C00195,P00338,2024-01-11,ST,Groceries,236.45,F,33,Credit Card
INV01885,C00195,P00510,2024-01-11,ST,Clothing,235.19,F,33,Credit Card
INV01885,C00195,P00064,2024-01-11,ST,Electronics,3488.18,F,33,Credit Card
INV01885,C00195,P00152,2024-01-11,ST,Toys,105.57,F,33,Credit Card
INV01885,C00195,P00132,2024-01-11,ST,Toys,125.21,F,33,Credit Card
INV01886,C00250,P00092,2025-12-12,TKO,Books,353.27,F,45,Cash
INV01886,C00250,P00091,2025-12-12,TKO,Toys,146.78,F,45,Cash
INV01887,C01125,P00504,2024-01-01,MK,Books,348.66,M,24,Credit Card
INV01887,C01125,P00001,2024-01-01,MK,Groceries,232.56,M,24,Credit Card
INV01887,C01125,P00409,2024-01-01,MK,Electronics,1611.32,M,24,Credit Card
INV01887,C01125,P00257,2024-01-01,MK,Groceries,79.2,M,24,Credit Card
INV01887,C01125,P00243,2024-01-01,MK,Books,583.76,M,24,Credit Card
INV01888,C00577,P00089,2025-09-05,TKO,Groceries,76.92,F,22,Mobile Payment
INV01888,C00577,P00242,2025-09-05,TKO,Electronics,1736.71,F,22,Mobile Payment
INV01888,C00577,P00183,2025-09-05,TKO,Groceries,219.62,F,22,Mobile Payment
INV01888,C00577,P00510,2025-09-05,TKO,Clothing,235.19,F,22,Mobile Payment
INV01889,C00893,P00018,2024-08-11,TKO,Clothing,484.96,F,49,Credit Card
INV01889,C00893,P00201,2024-08-11,TKO,Books,557.08,F,49,Credit Card
INV01889,C00893,P00284,2024-08-11,TKO,Clothing,278.72,F,49,Credit Card
INV01889,C00893,P00209,2024-08-11,TKO,Toys,97.53,F,49,Credit Card
INV01890,C00368,P00270,2024-09-18,TKO,Electronics,1546.75,F,18,Mobile Payment
INV01890,C00368,P00442,2024-09-18,TKO,Toys,129.62,F,18,Mobile Payment
INV01891,C00685,P00270,2025-11-26,ST,Electronics,1546.75,F,43,Cash
INV01891,C00685,P00442,2025-11-26,ST,Toys,129.62,F,43,Cash
INV01891,C00685,P00141,2025-11-26,ST,Clothing,594.67,F,43,Cash
INV01891,C00685,P00080,2025-11-26,ST,Books,352.55,F,43,Cash
INV01892,C00344,P00372,2024-06-29,TKO,Clothing,171.45,F,48,Credit Card
INV01893,C00999,P00498,2025-07-01,TKO,Clothing,950.44,F,60,Cash
INV01893,C00999,P00054,2025-07-01,TKO,Toys,125.95,F,60,Cash
INV01894,C00405,P00373,2024-10-30,TKO,Clothing,316.1,M,45,Cash
INV01895,C00378,P00399,2024-02-03,MK,Groceries,58.82,M,48,Cash
INV01895,C00378,P00418,2024-02-03,MK,Clothing,435.68,M,48,Cash
INV01895,C00378,P00361,2024-02-03,MK,Books,501.74,M,48,Cash
INV01895,C00378,P00097,2024-02-03,MK,Clothing,945.18,M,48,Cash
INV01896,C01145,P00316,2025-08-12,MK,Clothing,548.26,M,41,Mobile Payment
INV01896,C01145,P00495,2025-08-12,MK,Books,129.52,M,41,Mobile Payment
INV01896,C01145,P00125,2025-08-12,MK,Toys,134.5,M,41,Mobile Payment
INV01896,C01145,P00389,2025-08-12,MK,Clothing,787.0,M,41,Mobile Payment
INV01896,C01145,P00091,2025-08-12,MK,Toys,146.78,M,41,Mobile Payment
INV01897,C00811,P00404,2025-04-11,TKO,Toys,148.86,M,53,Mobile Payment
INV01898,C00111,P00502,2025-11-07,TKO,Electronics,4341.91,M,48,Cash
INV01898,C00111,P00471,2025-11-07,TKO,Clothing,898.14,M,48,Cash
INV01898,C00111,P00068,2025-11-07,TKO,Books,149.17,M,48,Cash
INV01898,C00111,P00362,2025-11-07,TKO,Groceries,97.39,M,48,Cash
INV01899,C00465,P00033,2024-04-08,TKO,Electronics,3038.85,F,58,Credit Card
INV01900,C00337,P00006,2024-05-05,CYB,Clothing,185.09,M,36,Cash
INV01900,C00337,P00361,2024-05-05,CYB,Books,501.74,M,36,Cash
INV01900,C00337,P00312,2024-05-05,CYB,Toys,120.26,M,36,Cash
INV01901,C01018,P00343,2025-05-31,CYB,Clothing,188.83,M,27,Cash
INV01901,C01018,P00048,2025-05-31,CYB,Books,327.55,M,27,Cash
INV01902,C00134,P00300,2024-10-07,MK,Books,362.71,F,26,Credit Card
INV01902,C00134,P00515,2024-10-07,MK,Books,193.33,F,26,Credit Card
INV01902,C00134,P00022,2024-10-07,MK,Toys,122.7,F,26,Credit Card
INV01902,C00134,P00087,2024-10-07,MK,Electronics,2849.81,F,26,Credit Card
INV01902,C00134,P00499,2024-10-07,MK,Books,218.54,F,26,Credit Card
INV01903,C00948,P00389,2025-10-16,TKO,Clothing,787.0,M,23,Cash
INV01904,C00954,P00053,2025-09-21,ST,Books,365.42,F,58,Cash
INV01904,C00954,P00228,2025-09-21,ST,Clothing,959.47,F,58,Cash
INV01904,C00954,P00140,2025-09-21,ST,Books,324.18,F,58,Cash
INV01904,C00954,P00168,2025-09-21,ST,Books,517.58,F,58,Cash
INV01904,C00954,P00116,2025-09-21,ST,Toys,108.4,F,58,Cash
INV01905,C00832,P00235,2025-04-22,ST,Toys,102.83,M,34,Mobile Payment
INV01905,C00832,P00304,2025-04-22,ST,Electronics,1749.41,M,34,Mobile Payment
INV01905,C00832,P00520,2025-04-22,ST,Books,439.37,M,34,Mobile Payment
INV01905,C00832,P00328,2025-04-22,ST,Electronics,5168.26,M,34,Mobile Payment
INV01905,C00832,P00494,2025-04-22,ST,Clothing,827.89,M,34,Mobile Payment
INV01906,C00883,P00234,2024-11-03,TKO,Toys,126.82,M,20,Mobile Payment
INV01906,C00883,P00293,2024-11-03,TKO,Books,549.13,M,20,Mobile Payment
INV01906,C00883,P00219,2024-11-03,TKO,Books,508.09,M,20,Mobile Payment
INV01906,C00883,P00162,2024-11-03,TKO,Electronics,3966.82,M,20,Mobile Payment
INV01907,C00803,P00238,2025-07-26,TKO,Books,486.5,F,35,Cash
INV01908,C00605,P00502,2025-11-18,CYB,Electronics,4341.91,M,33,Mobile Payment
INV01908,C00605,P00454,2025-11-18,CYB,Electronics,4849.16,M,33,Mobile Payment
INV01909,C00448,P00336,2024-01-21,MK,Electronics,3584.61,F,60,Credit Card
INV01909,C00448,P00315,2024-01-21,MK,Groceries,131.88,F,60,Credit Card
INV01910,C00471,P00169,2025-08-20,ST,Clothing,925.92,M,38,Mobile Payment
INV01910,C00471,P00032,2025-08-20,ST,Electronics,4872.94,M,38,Mobile Payment
INV01910,C00471,P00118,2025-08-20,ST,Electronics,3560.13,M,38,Mobile Payment
INV01910,C00471,P00497,2025-08-20,ST,Toys,110.09,M,38,Mobile Payment
INV01911,C00331,P00100,2025-04-20,TKO,Toys,107.66,M,43,Cash
INV01912,C01159,P00115,2025-04-25,TKO,Toys,111.78,M,49,Credit Card
INV01912,C01159,P00352,2025-04-25,TKO,Groceries,56.77,M,49,Credit Card
INV01912,C01159,P00035,2025-04-25,TKO,Clothing,566.95,M,49,Credit Card
INV01913,C00026,P00473,2025-05-20,TKO,Books,418.07,M,48,Cash
INV01913,C00026,P00365,2025-05-20,TKO,Clothing,375.42,M,48,Cash
INV01913,C00026,P00326,2025-05-20,TKO,Groceries,223.84,M,48,Cash
INV01913,C00026,P00235,2025-05-20,TKO,Toys,102.83,M,48,Cash
INV01914,C00579,P00270,2024-06-28,CYB,Electronics,1546.75,M,49,Cash
INV01914,C00579,P00442,2024-06-28,CYB,Toys,129.62,M,49,Cash
INV01914,C00579,P00413,2024-06-28,CYB,Electronics,4824.82,M,49,Cash
INV01914,C00579,P00019,2024-06-28,CYB,Electronics,1347.11,M,49,Cash
INV01915,C00025,P00235,2024-07-15,CYB,Toys,102.83,F,49,Cash
INV01915,C00025,P00209,2024-07-15,CYB,Toys,97.53,F,49,Cash
INV01915,C00025,P00403,2024-07-15,CYB,Clothing,841.77,F,49,Cash
INV01915,C00025,P00467,2024-07-15,CYB,Electronics,2827.06,F,49,Cash
INV01915,C00025,P00013,2024-07-15,CYB,Books,444.89,F,49,Cash
INV01916,C00979,P00089,2025-09-28,TKO,Groceries,76.92,M,56,Mobile Payment
INV01916,C00979,P00114,2025-09-28,TKO,Electronics,1951.58,M,56,Mobile Payment
INV01916,C00979,P00321,2025-09-28,TKO,Books,517.68,M,56,Mobile Payment
INV01916,C00979,P00369,2025-09-28,TKO,Electronics,4089.34,M,56,Mobile Payment
INV01917,C00174,P00088,2025-09-26,MK,Electronics,1517.13,F,19,Mobile Payment
INV01918,C00700,P00213,2025-01-20,ST,Electronics,1696.13,M,24,Mobile Payment
INV01918,C00700,P00050,2025-01-20,ST,Books,458.19,M,24,Mobile Payment
INV01918,C00700,P00501,2025-01-20,ST,Toys,110.24,M,24,Mobile Payment
INV01918,C00700,P00292,2025-01-20,ST,Electronics,3041.86,M,24,Mobile Payment
INV01919,C01059,P00056,2024-03-22,MK,Toys,103.71,F,53,Mobile Payment
INV01919,C01059,P00135,2024-03-22,MK,Books,382.28,F,53,Mobile Payment
INV01919,C01059,P00414,2024-03-22,MK,Toys,149.87,F,53,Mobile Payment
INV01919,C01059,P00175,2024-03-22,MK,Books,575.6,F,53,Mobile Payment
INV01920,C00207,P00271,2024-10-20,TKO,Toys,108.14,F,37,Mobile Payment
INV01920,C00207,P00387,2024-10-20,TKO,Books,197.4,F,37,Mobile Payment
INV01920,C00207,P00109,2024-10-20,TKO,Electronics,5635.99,F,37,Mobile Payment
INV01921,C00367,P00392,2025-02-13,ST,Groceries,154.45,M,55,Cash
INV01922,C00676,P00129,2024-06-01,CYB,Clothing,402.61,M,44,Cash
INV01922,C00676,P00007,2024-06-01,CYB,Groceries,153.32,M,44,Cash
INV01923,C00280,P00377,2024-02-19,ST,Toys,145.73,F,33,Mobile Payment
INV01923,C00280,P00314,2024-02-19,ST,Toys,147.72,F,33,Mobile Payment
INV01923,C00280,P00418,2024-02-19,ST,Clothing,435.68,F,33,Mobile Payment
INV01923,C00280,P00402,2024-02-19,ST,Toys,112.28,F,33,Mobile Payment
INV01923,C00280,P00315,2024-02-19,ST,Groceries,131.88,F,33,Mobile Payment
INV01924,C00906,P00346,2024-06-26,CYB,Groceries,122.38,F,42,Credit Card
INV01924,C00906,P00164,2024-06-26,CYB,Electronics,2410.33,F,42,Credit Card
INV01924,C00906,P00137,2024-06-26,CYB,Books,504.87,F,42,Credit Card
INV01924,C00906,P00323,2024-06-26,CYB,Clothing,335.06,F,42,Credit Card
INV01925,C00402,P00427,2025-11-29,TKO,Clothing,676.23,F,42,Cash
INV01926,C01017,P00204,2025-03-02,TKO,Electronics,5341.9,M,20,Cash
INV01927,C00549,P00270,2025-08-10,ST,Electronics,1546.75,M,52,Cash
INV01927,C00549,P00442,2025-08-10,ST,Toys,129.62,M,52,Cash
INV01927,C00549,P00081,2025-08-10,ST,Electronics,2602.3,M,52,Cash
INV01927,C00549,P00051,2025-08-10,ST,Books,562.38,M,52,Cash
INV01928,C00739,P00477,2024-11-25,CYB,Electronics,5387.03,M,30,Cash
INV01928,C00739,P00298,2024-11-25,CYB,Books,237.64,M,30,Cash
INV01928,C00739,P00260,2024-11-25,CYB,Electronics,4535.28,M,30,Cash
INV01928,C00739,P00342,2024-11-25,CYB,Groceries,151.88,M,30,Cash
INV01929,C00498,P00247,2024-09-29,TKO,Clothing,825.56,F,34,Cash
INV01929,C00498,P00115,2024-09-29,TKO,Toys,111.78,F,34,Cash
INV01929,C00498,P00438,2024-09-29,TKO,Electronics,1511.98,F,34,Cash
INV01929,C00498,P00113,2024-09-29,TKO,Books,401.25,F,34,Cash
INV01930,C01134,P00271,2024-10-15,TKO,Toys,108.14,M,41,Credit Card
INV01930,C01134,P00387,2024-10-15,TKO,Books,197.4,M,41,Credit Card
INV01930,C01134,P00516,2024-10-15,TKO,Electronics,2321.58,M,41,Credit Card
INV01930,C01134,P00264,2024-10-15,TKO,Clothing,595.5,M,41,Credit Card
INV01931,C00471,P00428,2024-05-12,MK,Electronics,2333.01,M,38,Mobile Payment
INV01931,C00471,P00136,2024-05-12,MK,Electronics,1721.7,M,38,Mobile Payment
INV01932,C00555,P00444,2025-06-19,TKO,Electronics,1535.83,M,59,Cash
INV01932,C00555,P00080,2025-06-19,TKO,Books,352.55,M,59,Cash
INV01932,C00555,P00426,2025-06-19,TKO,Clothing,640.14,M,59,Cash
INV01932,C00555,P00260,2025-06-19,TKO,Electronics,4535.28,M,59,Cash
INV01932,C00555,P00497,2025-06-19,TKO,Toys,110.09,M,59,Cash
INV01933,C00725,P00270,2025-11-28,MK,Electronics,1546.75,F,57,Credit Card
INV01933,C00725,P00442,2025-11-28,MK,Toys,129.62,F,57,Credit Card
INV01934,C00476,P00108,2024-04-01,CYB,Toys,101.74,F,21,Cash
INV01935,C01018,P00171,2025-02-17,CYB,Books,126.77,M,27,Cash
INV01935,C01018,P00452,2025-02-17,CYB,Clothing,916.11,M,27,Cash
INV01935,C01018,P00266,2025-02-17,CYB,Clothing,255.87,M,27,Cash
INV01935,C01018,P00133,2025-02-17,CYB,Clothing,757.88,M,27,Cash
INV01936,C00293,P00176,2024-09-25,MK,Clothing,623.48,F,51,Mobile Payment
INV01936,C00293,P00458,2024-09-25,MK,Toys,129.38,F,51,Mobile Payment
INV01936,C00293,P00151,2024-09-25,MK,Groceries,203.53,F,51,Mobile Payment
INV01936,C00293,P00128,2024-09-25,MK,Electronics,2133.93,F,51,Mobile Payment
INV01936,C00293,P00313,2024-09-25,MK,Books,265.06,F,51,Mobile Payment
INV01937,C00327,P00061,2024-09-28,CYB,Books,570.84,M,25,Cash
INV01938,C01136,P00241,2024-09-22,MK,Clothing,976.98,M,26,Cash
INV01938,C01136,P00075,2024-09-22,MK,Electronics,3613.92,M,26,Cash
INV01939,C00218,P00484,2024-12-17,ST,Books,285.74,M,31,Cash
INV01939,C00218,P00525,2024-12-17,ST,Electronics,4718.73,M,31,Cash
INV01939,C00218,P00130,2024-12-17,ST,Books,66.75,M,31,Cash
INV01939,C00218,P00271,2024-12-17,ST,Toys,108.14,M,31,Cash
INV01939,C00218,P00389,2024-12-17,ST,Clothing,787.0,M,31,Cash
INV01940,C00408,P00258,2024-05-01,TKO,Groceries,301.47,F,42,Mobile Payment
INV01940,C00408,P00138,2024-05-01,TKO,Electronics,2716.2,F,42,Mobile Payment
INV01940,C00408,P00225,2024-05-01,TKO,Electronics,2307.01,F,42,Mobile Payment
INV01940,C00408,P00025,2024-05-01,TKO,Books,315.46,F,42,Mobile Payment
INV01940,C00408,P00437,2024-05-01,TKO,Electronics,4188.75,F,42,Mobile Payment
INV01941,C00877,P00345,2024-07-03,TKO,Groceries,257.63,M,45,Cash
INV01941,C00877,P00107,2024-07-03,TKO,Books,309.9,M,45,Cash
INV01941,C00877,P00512,2024-07-03,TKO,Electronics,2831.25,M,45,Cash
INV01942,C00311,P00092,2025-02-28,TKO,Books,353.27,M,39,Cash
INV01942,C00311,P00039,2025-02-28,TKO,Clothing,926.2,M,39,Cash
INV01942,C00311,P00255,2025-02-28,TKO,Books,431.82,M,39,Cash
INV01942,C00311,P00442,2025-02-28,TKO,Toys,129.62,M,39,Cash
INV01943,C00308,P00432,2024-08-17,TKO,Toys,140.16,M,42,Cash
INV01943,C00308,P00310,2024-08-17,TKO,Books,421.39,M,42,Cash
INV01944,C00280,P00500,2024-04-12,MK,Groceries,115.32,F,33,Mobile Payment
INV01944,C00280,P00222,2024-04-12,MK,Groceries,253.8,F,33,Mobile Payment
INV01944,C00280,P00451,2024-04-12,MK,Books,444.38,F,33,Mobile Payment
INV01945,C00576,P00192,2025-07-25,TKO,Clothing,281.21,F,54,Cash
INV01945,C00576,P00209,2025-07-25,TKO,Toys,97.53,F,54,Cash
INV01945,C00576,P00345,2025-07-25,TKO,Groceries,257.63,F,54,Cash
INV01946,C00179,P00192,2025-05-28,ST,Clothing,281.21,F,20,Cash
INV01946,C00179,P00363,2025-05-28,ST,Books,473.64,F,20,Cash
INV01946,C00179,P00376,2025-05-28,ST,Electronics,4761.36,F,20,Cash
INV01947,C00816,P00359,2025-07-16,ST,Books,270.99,M,19,Mobile Payment
INV01947,C00816,P00352,2025-07-16,ST,Groceries,56.77,M,19,Mobile Payment
INV01947,C00816,P00201,2025-07-16,ST,Books,557.08,M,19,Mobile Payment
INV01947,C00816,P00258,2025-07-16,ST,Groceries,301.47,M,19,Mobile Payment
INV01948,C00913,P00511,2025-04-26,CYB,Clothing,329.16,F,41,Cash
INV01948,C00913,P00151,2025-04-26,CYB,Groceries,203.53,F,41,Cash
INV01948,C00913,P00501,2025-04-26,CYB,Toys,110.24,F,41,Cash
INV01949,C00440,P00271,2024-07-03,ST,Toys,108.14,F,51,Mobile Payment
INV01949,C00440,P00387,2024-07-03,ST,Books,197.4,F,51,Mobile Payment
INV01950,C00645,P00097,2024-10-18,ST,Clothing,945.18,M,51,Cash
INV01951,C00616,P00426,2025-02-21,CYB,Clothing,640.14,M,43,Cash
INV01951,C00616,P00468,2025-02-21,CYB,Electronics,2358.98,M,43,Cash
INV01951,C00616,P00155,2025-02-21,CYB,Clothing,480.44,M,43,Cash
INV01951,C00616,P00282,2025-02-21,CYB,Clothing,367.11,M,43,Cash
INV01951,C00616,P00421,2025-02-21,CYB,Electronics,2837.46,M,43,Cash
INV01952,C00283,P00140,2024-01-28,ST,Books,324.18,M,26,Cash
INV01952,C00283,P00043,2024-01-28,ST,Toys,129.23,M,26,Cash
INV01952,C00283,P00066,2024-01-28,ST,Groceries,123.3,M,26,Cash
INV01953,C00064,P00271,2025-07-04,TKO,Toys,108.14,F,41,Credit Card
INV01953,C00064,P00387,2025-07-04,TKO,Books,197.4,F,41,Credit Card
INV01954,C00185,P00005,2025-02-03,TKO,Books,279.14,F,59,Credit Card
INV01954,C00185,P00492,2025-02-03,TKO,Electronics,1546.45,F,59,Credit Card
INV01954,C00185,P00015,2025-02-03,TKO,Groceries,272.09,F,59,Credit Card
INV01954,C00185,P00043,2025-02-03,TKO,Toys,129.23,F,59,Credit Card
INV01954,C00185,P00473,2025-02-03,TKO,Books,418.07,F,59,Credit Card
INV01955,C00556,P00257,2025-11-15,CYB,Groceries,79.2,F,35,Credit Card
INV01955,C00556,P00346,2025-11-15,CYB,Groceries,122.38,F,35,Credit Card
INV01955,C00556,P00437,2025-11-15,CYB,Electronics,4188.75,F,35,Credit Card
INV01955,C00556,P00150,2025-11-15,CYB,Electronics,1437.58,F,35,Credit Card
