Customer id,Monetary,Frequency,Recency,Monetary_log,R_score,F_score,M_score,RFM_score,RFM_numeric,segment,cluster
C00735,14052.31,3,334,9.5506132342042,1,3,4,134,134,Other,0
C00736,4372.34,2,5,8.383282298219052,5,1,1,511,511,New / Promising,1
C00737,17080.26,6,9,9.745737235113456,5,5,4,554,554,Champions,0
C00738,15474.210000000001,4,168,9.646994667735358,3,4,4,344,344,Loyal,0
C00739,13886.01,4,402,9.538709149797054,1,4,4,144,144,Frequent but at risk,0
C00740,12586.71,3,24,9.440476220105133,5,3,3,533,533,Loyal,0
C00741,2752.87,1,563,7.920762474107641,1,1,1,111,111,At Risk / Churn,1
C00742,14815.23,6,142,9.603478480523568,3,5,4,354,354,Loyal,0
C00743,21460.33,6,17,9.974007990033144,5,5,5,555,555,Champions,0
C00744,12949.67,2,448,9.468902803241086,1,1,3,113,113,Other,1
C00745,12831.74,2,321,9.459754996772718,1,1,3,113,113,Other,1
C00746,2364.66,2,257,7.768812331760751,2,1,1,211,211,At Risk / Churn,1
C00747,2863.61,3,215,7.960187494228452,2,3,1,231,231,Other,1
C00748,13707.439999999999,7,33,9.525766980524306,5,5,4,554,554,Champions,0
C00749,12151.41,3,250,9.405282783008623,2,3,3,233,233,Other,0
C00750,32909.21,6,40,10.401538222956225,5,5,5,555,555,Champions,0
C00751,4458.51,2,173,8.402794173507605,3,1,1,311,311,Other,1
C00752,8530.9,4,62,9.051567358941213,4,4,2,442,442,Other,0
C00753,31479.64,7,204,10.357128032693169,2,5,5,255,255,Frequent but at risk,0
C00754,16665.85,6,117,9.721176995681674,3,5,4,354,354,Loyal,0
C00755,33960.52,5,286,10.432983397963108,2,4,5,245,245,Frequent but at risk,0
C00756,3045.26,4,184,8.021669887658689,2,4,1,241,241,Frequent but at risk,1
C00757,1770.62,2,244,7.479649661215395,2,1,1,211,211,At Risk / Churn,1
C00758,5465.72,5,18,8.60643408119415,5,4,2,542,542,Other,0
C00759,13508.400000000001,4,42,9.51114101842102,5,4,4,544,544,Champions,0
C00760,8485.26,2,43,9.046203663991948,5,2,2,522,522,New / Promising,0
C00761,4923.04,3,492,8.501884610748197,1,3,1,131,131,Other,1
C00762,19276.22,5,214,9.866679366896664,2,4,5,245,245,Frequent but at risk,0
C00763,935.3,2,227,6.841935937944843,2,2,1,221,221,At Risk / Churn,1
C00764,8564.49,5,70,9.055496618695662,4,4,2,442,442,Other,0
C00765,17215.34,4,147,9.753614211837133,3,4,4,344,344,Loyal,0
C00766,26492.59,5,67,10.184658095922533,4,4,5,445,445,Champions,0
C00767,631.55,2,616,6.449759268860679,1,2,1,121,121,At Risk / Churn,1
C00768,22670.9,7,55,10.028881551193846,4,5,5,455,455,Champions,0
C00769,18262.5,4,55,9.812659811575587,4,4,4,444,444,Champions,0
C00770,19221.260000000002,7,40,9.863824261459685,5,5,5,555,555,Champions,0
C00771,330.72,2,110,5.804291239583003,3,2,1,321,321,Other,1
C00772,23474.34,5,4,10.063705787464656,5,4,5,545,545,Champions,0
C00773,20824.9,5,69,9.943952683388119,4,4,5,445,445,Champions,0
C00774,7929.27,3,102,8.97844236196857,3,3,2,332,332,Other,0
C00775,20096.86,6,17,9.908368620717392,5,5,5,555,555,Champions,0
C00776,14208.48,5,227,9.561664626473647,2,4,4,244,244,Frequent but at risk,0
C00777,14172.66,3,455,9.559140591499597,1,3,4,134,134,Other,1
C00778,38114.81,6,151,10.54838443567236,3,5,5,355,355,Loyal,0
C00779,9332.89,1,343,9.141407141567809,1,1,3,113,113,Other,1
C00780,16105.36,3,14,9.68696950402423,5,3,4,534,534,Loyal,0
C00781,4576.38,2,216,8.428882061022081,2,2,1,221,221,At Risk / Churn,1
C00782,25729.859999999997,5,112,10.155446328735875,3,4,5,345,345,Loyal,0
C00783,15555.21,7,197,9.652215194798815,2,5,4,254,254,Frequent but at risk,0
C00784,6854.82,2,562,8.832853205557234,1,2,2,122,122,At Risk / Churn,1
C00785,20236.03,8,204,9.915269373503728,2,5,5,255,255,Frequent but at risk,0
C00786,5545.85,3,106,8.62098547804547,3,3,2,332,332,Other,0
C00787,12335.13,3,514,9.420287634009581,1,3,3,133,133,Other,1
C00788,11706.550000000001,2,458,9.36798921181518,1,2,3,123,123,Other,1
C00789,10399.8,2,119,9.24963800524796,3,2,3,323,323,Other,0
C00791,6981.23,1,578,8.851123628972884,1,1,2,112,112,At Risk / Churn,1
C00792,11302.46,3,202,9.33286415252267,2,3,3,233,233,Other,0
C00793,5476.6,3,65,8.608422327806853,4,3,2,432,432,Other,0
C00794,5373.530000000001,3,269,8.589426407312136,2,3,2,232,232,Other,1
C00795,11935.32,2,74,9.387341131735644,4,2,3,423,423,New / Promising,0
C00796,26531.43,5,173,10.186123037358682,3,4,5,345,345,Loyal,0
C00797,12030.02,5,50,9.395243593404349,4,4,3,443,443,Loyal,0
C00798,1823.81,2,104,7.509231151007771,3,2,1,321,321,Other,1
C00799,45159.43,7,61,10.717976539918887,4,5,5,455,455,Champions,0
C00800,14179.73,8,95,9.559639279720116,4,5,4,454,454,Champions,0
C00801,15000.880000000001,4,479,9.615930805564114,1,4,4,144,144,Frequent but at risk,1
C00802,5153.68,2,292,8.547660318869584,1,2,2,122,122,At Risk / Churn,1
C00803,36467.86,6,123,10.50421402474548,3,5,5,355,355,Loyal,0
C00804,11489.69,4,19,9.34929242125906,5,4,3,543,543,Loyal,0
C00805,4426.75,4,27,8.395646833336741,5,4,1,541,541,Other,0
C00806,6935.25,2,125,8.844516561640111,3,2,2,322,322,Other,1
C00807,19535.789999999997,6,158,9.880054633698323,3,5,5,355,355,Loyal,0
C00808,13033.21,5,142,9.475332718470375,3,4,3,343,343,Loyal,0
C00809,7138.89,3,33,8.873452649052489,5,3,2,532,532,Other,0
C00810,25260.44,10,4,10.13703440140553,5,5,5,555,555,Champions,0
C00811,21677.28,7,21,9.984066116612974,5,5,5,555,555,Champions,0
C00812,6189.9,5,14,8.730835750909375,5,4,2,542,542,Other,0
C00813,1965.21,2,485,7.58386311087249,1,2,1,121,121,At Risk / Churn,1
C00814,7804.75,4,210,8.962615920581527,2,4,2,242,242,Frequent but at risk,0
C00815,16170.54,5,129,9.691008186131532,3,4,4,344,344,Loyal,0
C00816,6539.78,4,11,8.78581170339466,5,4,2,542,542,Other,0
C00817,1922.24,3,336,7.561766542793484,1,3,1,131,131,Other,1
C00818,10759.59,6,30,9.283645664926272,5,5,3,553,553,Loyal,0
C00819,6550.72,1,540,8.787482889577003,1,1,2,112,112,At Risk / Churn,1
C00820,10701.91,4,121,9.278270946091691,3,4,3,343,343,Loyal,0
C00821,15448.23,5,228,9.645314442896225,2,4,4,244,244,Frequent but at risk,0
C00822,31999.230000000003,4,358,10.373498369256033,1,4,5,145,145,Frequent but at risk,0
C00824,15974.96,3,486,9.678840371336884,1,3,4,134,134,Other,1
C00825,23522.37,6,95,10.065749674061559,4,5,5,455,455,Champions,0
C00826,8570.26,3,263,9.056170025288866,2,3,2,232,232,Other,1
C00827,3423.28,3,86,8.138646509619116,4,3,1,431,431,Other,1
C00828,25118.44,7,268,10.131397327340013,2,5,5,255,255,Frequent but at risk,0
C00829,13361.43,3,215,9.500202316778887,2,3,3,233,233,Other,0
C00830,4533.179999999999,2,337,8.41939953032356,1,2,1,121,121,At Risk / Churn,1
C00831,6023.629999999999,2,168,8.703611345684754,3,2,2,322,322,Other,1
C00832,9177.5,3,211,9.124619071570704,2,3,3,233,233,Other,0
C00833,340.32,1,407,5.832820453668384,1,1,1,111,111,At Risk / Churn,1
C00834,21050.95,5,91,9.954748471399597,4,4,5,445,445,Champions,0
C00835,27949.78,8,158,10.238200385170597,3,5,5,355,355,Loyal,0
C00836,19113.47,3,343,9.85820091883008,1,3,4,134,134,Other,0
C00837,13175.54,3,396,9.48619325462423,1,3,3,133,133,Other,1
C00838,9657.35,5,265,9.175578105163893,2,4,3,243,243,Frequent but at risk,0
C00839,17382.9,6,116,9.763299769503705,3,5,4,354,354,Loyal,0
C00840,8050.1900000000005,2,434,8.993575185574366,1,2,2,122,122,At Risk / Churn,1
C00841,10456.48,5,313,9.255072790811536,1,4,3,143,143,Frequent but at risk,0
C00842,6244.09,3,223,8.739550833985056,2,3,2,232,232,Other,1
C00843,8500.630000000001,3,606,9.04801318879979,1,3,2,132,132,Other,1
C00844,6192.37,4,206,8.731234644026651,2,4,2,242,242,Frequent but at risk,1
C00845,4740.68,2,262,8.464146782273259,2,2,1,221,221,At Risk / Churn,1
C00846,2238.88,1,451,7.714177571985514,1,1,1,111,111,At Risk / Churn,1
C00847,20346.11,5,99,9.920694166043678,4,4,5,445,445,Champions,0
C00848,22842.59,9,125,10.036425831803694,3,5,5,355,355,Loyal,0
C00849,22870.48,4,21,10.037645998521594,5,4,5,545,545,Champions,0
C00850,3871.52,3,386,8.261660736900025,1,3,1,131,131,Other,1
C00851,12333.220000000001,3,26,9.420132792266045,5,3,3,533,533,Loyal,0
C00852,570.5899999999999,2,100,6.348421951151103,3,2,1,321,321,Other,1
C00853,24509.6,5,120,10.106860956026694,3,4,5,345,345,Loyal,0
C00854,14279.13,2,112,9.566624339493593,3,2,4,324,324,Other,0
C00855,14966.93,4,448,9.613665191299484,1,4,4,144,144,Frequent but at risk,1
C00856,26037.08,5,115,10.16731536088522,3,4,5,345,345,Loyal,0
C00857,16824.46,4,137,9.73064849440665,3,4,4,344,344,Loyal,0
C00858,6865.469999999999,2,38,8.834405424922709,5,2,2,522,522,New / Promising,0
C00859,7231.19,2,68,8.8862971738508,4,2,2,422,422,New / Promising,0
C00860,25637.920000000002,6,21,10.151866788462597,5,5,5,555,555,Champions,0
C00861,21257.1,5,354,9.964493278193856,1,4,5,145,145,Frequent but at risk,0
C00862,13260.130000000001,4,118,9.492592478811812,3,4,3,343,343,Loyal,0
C00863,7351.469999999999,2,252,8.902791590175012,2,2,2,222,222,At Risk / Churn,1
C00864,17527.14,6,134,9.771562868463851,3,5,4,354,354,Loyal,0
C00865,14653.47,5,13,9.592500687359664,5,4,4,544,544,Champions,0
C00866,19762.52,5,5,9.891593093089053,5,4,5,545,545,Champions,0
C00867,4974.91,2,35,8.512363547438726,5,2,1,521,521,New / Promising,1
C00868,18061.76,4,79,9.801607639214856,4,4,4,444,444,Champions,0
C00869,30766.82,5,14,10.334224617577439,5,4,5,545,545,Champions,0
C00870,15810.25,3,487,9.668476990961752,1,3,4,134,134,Other,1
C00871,20318.55,3,210,9.919338755777908,2,3,5,235,235,Other,0
C00872,4072.06,2,321,8.312149838696305,1,2,1,121,121,At Risk / Churn,1
C00873,11487.74,4,262,9.349122704255228,2,4,3,243,243,Frequent but at risk,0
C00874,22971.53,5,38,10.042054433283427,5,4,5,545,545,Champions,0
C00875,9862.01,2,167,9.196546674843777,3,2,3,323,323,Other,0
C00876,16937.73,5,169,9.737357994911557,3,4,4,344,344,Loyal,0
C00877,6109.83,3,370,8.717817885820356,1,3,2,132,132,Other,1
C00878,16801.25,7,123,9.729268084995148,3,5,4,354,354,Loyal,0
C00879,7980.25,5,90,8.984850319780849,4,5,2,452,452,Other,0
C00880,13440.079999999998,5,263,9.506070967991535,2,5,4,254,254,Frequent but at risk,0
C00881,4092.7200000000003,2,91,8.317209371112435,4,2,1,421,421,New / Promising,1
C00883,17294.76,4,126,9.758216663742013,3,4,4,344,344,Loyal,0
C00884,9085.02,2,225,9.114492247505568,2,2,3,223,223,Other,1
C00885,14847.220000000001,4,258,9.605635271726559,2,4,4,244,244,Frequent but at risk,0
C00886,98.86,1,645,4.603769205072463,1,1,1,111,111,At Risk / Churn,1
C00887,4675.04,2,394,8.450206876875303,1,2,1,121,121,At Risk / Churn,1
C00888,13122.71,5,3,9.48217579691518,5,5,3,553,553,Loyal,0
C00889,21051.36,4,365,9.954767946840473,1,4,5,145,145,Frequent but at risk,0
C00890,11231.970000000001,2,271,9.326608482935608,2,2,3,223,223,Other,1
C00893,14294.369999999999,5,67,9.567690987597384,4,5,4,454,454,Champions,0
C00894,5185.86,2,442,8.553883783433843,1,2,2,122,122,At Risk / Churn,1
C00895,11254.32,4,46,9.328596184744741,4,4,3,443,443,Loyal,0
C00896,11872.98,4,23,9.382104730476836,5,4,3,543,543,Loyal,0
C00897,26059.31,5,43,10.168168746233563,5,5,5,555,555,Champions,0
C00898,11548.289999999999,4,635,9.354379242198995,1,4,3,143,143,Frequent but at risk,1
C00899,17622.78,5,238,9.777004405426508,2,5,4,254,254,Frequent but at risk,0
C00900,4171.44,4,60,8.336256275564415,4,4,1,441,441,Other,0
C00901,1222.57,1,316,7.109528094159902,1,1,1,111,111,At Risk / Churn,1
C00902,18717.22,6,75,9.837252660040587,4,5,4,454,454,Champions,0
C00903,6031.28,4,290,8.704880327708603,1,4,2,142,142,Frequent but at risk,1
C00904,21663.85,4,56,9.983446410540534,4,4,5,445,445,Champions,0
C00905,24152.8,7,116,10.092196996599002,3,5,5,355,355,Loyal,0
C00906,29738.61,6,145,10.300235106276514,3,5,5,355,355,Loyal,0
C00907,9094.220000000001,4,113,9.11550427977457,3,4,3,343,343,Loyal,0
C00908,26059.71,4,1,10.16818409512735,5,4,5,545,545,Champions,0
C00909,19696.8,5,288,9.888262233363045,2,5,5,255,255,Frequent but at risk,0
C00910,7895.13,3,356,8.974128045010207,1,3,2,132,132,Other,1
C00911,11561.86,2,22,9.355553516471128,5,2,3,523,523,New / Promising,0
C00912,28299.98,5,115,10.250651712007025,3,5,5,355,355,Loyal,0
C00913,3076.83,3,250,8.031980082204289,2,3,1,231,231,Other,1
C00914,5103.36,4,91,8.537850355452656,4,4,2,442,442,Other,0
C00915,1807.73,1,695,7.500380220524505,1,1,1,111,111,At Risk / Churn,1
C00916,10675.83,4,131,9.275831251976056,3,4,3,343,343,Loyal,0
C00917,2099.79,3,182,7.650068743445809,2,3,1,231,231,Other,1
C00918,13262.15,5,247,9.492744792088848,2,5,3,253,253,Frequent but at risk,0
C00919,8301.529999999999,3,254,9.02431556661384,2,3,2,232,232,Other,1
C00920,9246.23,3,56,9.132079326200074,4,3,3,433,433,Loyal,0
C00921,128.75,1,401,4.865609522045998,1,1,1,111,111,At Risk / Churn,1
C00922,17351.6,3,77,9.761497630055512,4,3,4,434,434,Loyal,0
C00923,8708.720000000001,3,501,9.072194922372304,1,3,2,132,132,Other,1
C00924,7858.689999999999,4,19,8.969502444441904,5,4,2,542,542,Other,0
C00925,36137.81,7,168,10.495122636099946,3,5,5,355,355,Loyal,0
C00926,2571.7599999999998,2,504,7.852734531600105,1,2,1,121,121,At Risk / Churn,1
C00927,6656.03,2,334,8.803428718125025,1,2,2,122,122,At Risk / Churn,1
C00928,24097.16,5,29,10.08989076801633,5,5,5,555,555,Champions,0
C00929,12409.94,4,377,9.426333620696758,1,4,3,143,143,Frequent but at risk,0
C00930,29138.95,6,47,10.279865363893228,4,5,5,455,455,Champions,0
C00931,15480.41,5,257,9.647395228267024,2,5,4,254,254,Frequent but at risk,0
C00932,11791.89,4,76,9.375252086479268,4,4,3,443,443,Loyal,0
C00933,8707.62,5,9,9.072068618717482,5,5,2,552,552,Other,0
C00934,6722.13,3,83,8.81330909888777,4,3,2,432,432,Other,0
C00935,15325.86,4,227,9.637362123749583,2,4,4,244,244,Frequent but at risk,0
C00936,2294.36,3,441,7.7386449729380695,1,3,1,131,131,Other,1
C00937,6990.05,3,200,8.852386038539048,2,3,2,232,232,Other,1
C00938,12235.460000000001,4,133,9.412175298549121,3,4,3,343,343,Loyal,0
C00939,13525.17,4,567,9.512381606442714,1,4,4,144,144,Frequent but at risk,1
C00940,11705.89,2,14,9.367932836347718,5,2,3,523,523,New / Promising,0
C00941,7312.700000000001,2,295,8.897504580640861,1,2,2,122,122,At Risk / Churn,1
C00942,6218.47,2,260,8.735439973099517,2,2,2,222,222,At Risk / Churn,1
C00943,24305.11,6,72,10.098483038052036,4,5,5,455,455,Champions,0
C00944,14849.69,3,50,9.605801607797861,4,3,4,434,434,Loyal,0
C00945,4923.86,1,146,8.502051126806213,3,1,1,311,311,Other,1
C00946,8739.539999999999,3,152,9.075727251637998,3,3,2,332,332,Other,0
C00947,24831.399999999998,6,24,10.119904531100632,5,5,5,555,555,Champions,0
C00948,12434.57,6,77,9.42831619354643,4,5,3,453,453,Loyal,0
C00949,6030.35,3,208,8.704726145260725,2,3,2,232,232,Other,1
C00950,7754.86,2,64,8.956203965658114,4,2,2,422,422,New / Promising,0
C00951,22669.87,6,113,10.028836119474516,3,5,5,355,355,Loyal,0
C00952,14862.55,6,187,9.606667186106641,2,5,4,254,254,Frequent but at risk,0
C00953,197.82,1,693,5.292399892783999,1,1,1,111,111,At Risk / Churn,1
C00954,9059.880000000001,6,102,9.111721524563015,3,5,3,353,353,Loyal,0
C00955,4403.7300000000005,4,119,8.390434242507618,3,4,1,341,341,Other,1
C00956,3424.83,1,622,8.13909905710418,1,1,1,111,111,At Risk / Churn,1
C00957,31659.35,6,93,10.362820388332835,4,5,5,455,455,Champions,0
C00958,12914.5,3,59,9.466183419453408,4,3,3,433,433,Loyal,0
C00959,6250.13,2,362,8.740517526388096,1,2,2,122,122,At Risk / Churn,1
C00960,2198.12,2,239,7.695812559325067,2,2,1,221,221,At Risk / Churn,1
C00961,3520.59,2,182,8.16666787114981,2,2,1,221,221,At Risk / Churn,1
C00962,5179.84,3,190,8.552722484268829,2,3,2,232,232,Other,1
C00963,14325.449999999999,3,228,9.569862758100864,2,3,4,234,234,Other,0
C00964,821.67,2,425,6.712555148212817,1,2,1,121,121,At Risk / Churn,1
C00965,13845.380000000001,3,132,9.535779105610757,3,3,4,334,334,Loyal,0
C00966,2762.52,2,215,7.924260508446333,2,2,1,221,221,At Risk / Churn,1
C00967,4077.58,1,193,8.313504167602817,2,1,1,211,211,At Risk / Churn,1
C00968,21018.82,3,167,9.953221081121203,3,3,5,335,335,Loyal,0
C00969,9396.67,4,189,9.148217065192243,2,4,3,243,243,Frequent but at risk,0
C00970,20585.36,3,582,9.93238399954654,1,3,5,135,135,Other,1
C00971,7780.37,5,190,8.959487694214952,2,5,2,252,252,Frequent but at risk,0
C00972,13820.34,2,379,9.533969053547448,1,2,4,124,124,Other,1
C00973,129.38,1,235,4.870453263496393,2,1,1,211,211,At Risk / Churn,1
C00974,6598.69,3,258,8.794777957214436,2,3,2,232,232,Other,1
C00975,3935.6800000000003,3,203,8.278093007477766,2,3,1,231,231,Other,1
C00976,33859.14,6,328,10.429993790350759,1,5,5,155,155,Frequent but at risk,0
C00977,13379.5,4,173,9.501553702191782,3,4,3,343,343,Loyal,0
C00978,12013.48,5,45,9.393867867999706,5,5,3,553,553,Loyal,0
C00979,34253.49,8,32,10.441572929988698,5,5,5,555,555,Champions,0
C00980,10861.75,2,43,9.293094784268531,5,2,3,523,523,New / Promising,0
C00981,3106.84,3,214,8.041683230110914,2,3,1,231,231,Other,1
C00982,5362.72,3,266,8.587413043188253,2,3,2,232,232,Other,1
C00983,12904.58,4,88,9.465415054962996,4,4,3,443,443,Loyal,0
C00984,10322.72,5,51,9.24219943919989,4,5,3,453,453,Loyal,0
C00985,13198.509999999998,4,118,9.487934986673332,3,4,3,343,343,Loyal,0
C00986,2872.6699999999996,2,119,7.963345237499384,3,2,1,321,321,Other,1
C00987,383.81,1,179,5.952749705979869,2,1,1,211,211,At Risk / Churn,1
C00988,15592.28,3,169,9.654595331199141,3,3,4,334,334,Loyal,0
C00989,9779.87,3,300,9.188183716127634,1,3,3,133,133,Other,1
C00990,30249.84,5,281,10.317279231668488,2,5,5,255,255,Frequent but at risk,0
C00991,690.51,3,95,6.538877612316229,4,3,1,431,431,Other,1
C00992,8435.19,4,218,9.04028606386756,2,4,2,242,242,Frequent but at risk,0
C00993,6638.339999999999,3,507,8.80076783993985,1,3,2,132,132,Other,1
C00994,1204.8000000000002,1,336,7.094898526055306,1,1,1,111,111,At Risk / Churn,1
C00995,22594.96,6,336,10.025526408218767,1,5,5,155,155,Frequent but at risk,0
C00996,2094.3199999999997,1,139,7.647461565322036,3,1,1,311,311,Other,1
C00997,12050.07,4,85,9.396908731657106,4,4,3,443,443,Loyal,0
C00998,15182.19,3,265,9.627944173799804,2,3,4,234,234,Other,0
C00999,17708.93,6,65,9.781880778199898,4,5,4,454,454,Champions,0
C01000,27403.219999999998,8,7,10.218452295115672,5,5,5,555,555,Champions,0
C01001,16310.84,3,170,9.699646503476416,3,3,4,334,334,Loyal,0
C01002,2066.85,2,100,7.634264699148483,3,2,1,321,321,Other,1
C01003,18951.3,5,63,9.849680575177246,4,5,4,454,454,Champions,0
C01004,622.67,1,244,6.435621382327132,2,1,1,211,211,At Risk / Churn,1
C01005,940.71,2,525,6.847697371552765,1,2,1,121,121,At Risk / Churn,1
C01006,2695.69,2,304,7.899780374004596,1,2,1,121,121,At Risk / Churn,1
C01007,22470.27,7,23,10.019992883386374,5,5,5,555,555,Champions,0
C01008,18049.64,5,176,9.800936420196152,2,5,4,254,254,Frequent but at risk,0
C01009,6314.39,3,175,8.750744790597377,3,3,2,332,332,Other,1
C01010,15977.9,5,45,9.6790243809059,5,5,4,554,554,Champions,0
C01011,5902.679999999999,3,197,8.6833311642694,2,3,2,232,232,Other,1
C01013,1518.8999999999999,2,242,7.326399822202416,2,2,1,221,221,At Risk / Churn,1
C01014,12793.6,4,158,9.456778485893414,3,4,3,343,343,Loyal,0
C01015,8213.42,5,197,9.013646425422591,2,5,2,252,252,Frequent but at risk,0
C01016,10292.68,4,150,9.239285393659962,3,4,3,343,343,Loyal,0
C01017,23058.98,5,9,10.045853926519985,5,5,5,555,555,Champions,0
C01018,29177.5,7,114,10.281187415683524,3,5,5,355,355,Loyal,0
C01019,9888.26,3,192,9.199204598763783,2,3,3,233,233,Other,0
C01020,16062.39,3,611,9.684298048662889,1,3,4,134,134,Other,1
C01021,19982.59,3,204,9.902666715741764,2,3,5,235,235,Other,0
C01022,1635.3400000000001,2,10,7.400217319531165,5,2,1,521,521,New / Promising,1
C01023,818.8199999999999,2,41,6.7090848039668485,5,2,1,521,521,New / Promising,1
C01024,801.31,3,221,6.6874950668474575,2,3,1,231,231,Other,1
C01025,2762.94,5,237,7.924412476981902,2,5,1,251,251,Frequent but at risk,1
C01026,33494.95,6,65,10.419179814982318,4,5,5,455,455,Champions,0
C01027,5634.91,4,66,8.63691390411889,4,4,2,442,442,Other,0
C01028,4499.76,2,57,8.412001550387178,4,2,1,421,421,New / Promising,1
C01029,13713.43,3,116,9.52620384217265,3,3,4,334,334,Loyal,0
C01030,16794.0,2,163,9.728836502046393,3,2,4,324,324,Other,0
C01031,2916.12,2,137,7.97835210717721,3,2,1,321,321,Other,1
C01032,9979.119999999999,3,26,9.208350393281318,5,3,3,533,533,Loyal,0
C01033,15973.92,3,239,9.67877527140847,2,3,4,234,234,Other,0
C01034,24339.9,5,220,10.09991334202883,2,5,5,255,255,Frequent but at risk,0
C01035,5143.08,2,97,8.545601817896056,4,2,2,422,422,New / Promising,1
C01036,34163.47,8,42,10.4389414941427,5,5,5,555,555,Champions,0
C01037,7040.97,3,280,8.859643239552558,2,3,2,232,232,Other,1
C01038,3485.73,2,271,8.15671961322178,2,2,1,221,221,At Risk / Churn,1
C01039,4820.38,2,273,8.480815473120545,2,2,1,221,221,At Risk / Churn,1
C01040,872.77,1,79,6.772817183128684,4,1,1,411,411,New / Promising,1
C01041,7295.2300000000005,3,131,8.895113055380099,3,3,2,332,332,Other,0
C01042,8365.92,1,176,9.032041114877831,2,1,2,212,212,At Risk / Churn,1
C01043,50442.67,8,8,10.82861254714651,5,5,5,555,555,Champions,0
C01044,13432.439999999999,5,143,9.50550239968179,3,5,3,353,353,Loyal,0
C01045,9956.42,4,258,9.206073280878408,2,4,3,243,243,Frequent but at risk,0
C01046,7343.31,4,168,8.901681142738429,3,4,2,342,342,Other,0
C01047,74.08,1,7,4.3185542117183084,5,1,1,511,511,New / Promising,1
C01048,15867.31,4,67,9.672079317616824,4,4,4,444,444,Champions,0
C01049,7213.349999999999,1,66,8.883827377059525,4,1,2,412,412,New / Promising,0
C01050,18875.44,6,77,9.845669862597914,4,5,4,454,454,Champions,0
C01051,21099.9,3,203,9.957070972582937,2,3,5,235,235,Other,0
C01052,5615.7699999999995,3,155,8.633512044569276,3,3,2,332,332,Other,1
C01053,12660.210000000001,3,190,9.446298267750286,2,3,3,233,233,Other,0
C01054,6587.150000000001,2,168,8.793027859708639,3,2,2,322,322,Other,1
C01055,24108.94,6,16,10.090379482578175,5,5,5,555,555,Champions,0
C01056,6632.01,6,34,8.799813977137868,5,5,2,552,552,Other,0
C01057,20231.21,6,375,9.915031167892613,1,5,5,155,155,Frequent but at risk,0
C01058,14572.55,6,83,9.58696352084945,4,5,4,454,454,Champions,0
C01059,6794.72,2,16,8.824048281236752,5,2,2,522,522,New / Promising,0
C01060,24986.19,7,299,10.126118572528597,1,5,5,155,155,Frequent but at risk,0
C01061,6943.5,3,34,8.845705258356274,5,3,2,532,532,Other,0
C01062,1632.3,1,693,7.398357787059093,1,1,1,111,111,At Risk / Churn,1
C01063,6552.71,5,42,8.787786580492186,5,5,2,552,552,Other,0
C01064,6132.62,3,46,8.721540392967164,4,3,2,432,432,Other,0
C01065,19698.78,4,255,9.888362747151032,2,4,5,245,245,Frequent but at risk,0
C01066,2050.57,2,174,7.626360632674724,3,2,1,321,321,Other,1
C01067,17743.34,6,152,9.783821870813243,3,5,4,354,354,Loyal,0
C01068,7190.41,4,170,8.880642537191248,3,4,2,342,342,Other,0
C01069,12381.88,4,16,9.424070152463145,5,4,3,543,543,Loyal,0
C01070,19051.62,4,157,9.854959903906476,3,4,4,344,344,Loyal,0
C01072,19822.81,7,152,9.894639019480783,3,5,5,355,355,Loyal,0
C01073,28574.98,6,282,10.260321783787962,2,5,5,255,255,Frequent but at risk,0
C01074,17915.35,6,10,9.793468982747001,5,5,4,554,554,Champions,0
C01075,9782.91,4,204,9.188494478632958,2,4,3,243,243,Frequent but at risk,0
C01076,26884.97,7,5,10.199359868191214,5,5,5,555,555,Champions,0
C01077,6771.570000000001,4,273,8.820635909823148,2,4,2,242,242,Frequent but at risk,1
C01078,16755.3,3,159,9.726529585941027,3,3,4,334,334,Loyal,0
C01079,1405.95,2,284,7.249179519880248,2,2,1,221,221,At Risk / Churn,1
C01080,14411.81,3,35,9.575872673452675,5,3,4,534,534,Loyal,0
C01081,1437.78,4,57,7.27155081125224,4,4,1,441,441,Other,1
C01082,759.8000000000001,1,267,6.634370511231181,2,1,1,211,211,At Risk / Churn,1
C01083,15496.060000000001,3,5,9.648405607496947,5,3,4,534,534,Loyal,0
C01084,2806.0299999999997,1,8,7.939882263871568,5,1,1,511,511,New / Promising,1
C01085,4000.47,3,177,8.294417072590443,2,3,1,231,231,Other,1
C01086,10984.31,4,350,9.304314204720935,1,4,3,143,143,Frequent but at risk,0
C01087,1997.69,1,219,7.600247244935866,2,1,1,211,211,At Risk / Churn,1
C01088,9671.63,3,132,9.177055526649767,3,3,3,333,333,Loyal,0
C01089,10212.84,3,75,9.231498942311056,4,3,3,433,433,Loyal,0
C01090,19429.77,6,23,9.874613171025272,5,5,5,555,555,Champions,0
C01091,18072.98,3,488,9.802228613899377,1,3,4,134,134,Other,1
C01092,17437.64,5,15,9.766443712770867,5,5,4,554,554,Champions,0
C01093,8812.29,3,151,9.084016088492687,3,3,3,333,333,Loyal,0
C01094,7142.360000000001,3,106,8.873938532877006,3,3,2,332,332,Other,0
C01095,8076.12,2,95,8.996790652333294,4,2,2,422,422,New / Promising,0
C01096,23235.24,3,49,10.053468407859219,4,3,5,435,435,Loyal,0
C01097,9100.67,6,116,9.116213192151369,3,5,3,353,353,Loyal,0
C01098,28623.55,7,4,10.262020020208954,5,5,5,555,555,Champions,0
