Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02099,C00467,"P00270,P00442,P00443,P00412",08/02/2025,TKO
INV02100,C00151,P00050,23/09/2025,MK
INV02101,C00137,"P00271,P00387,P00424",11/12/2024,TKO
INV02102,C01055,"P00271,P00387,P00516,P00182",16/12/2025,ST
INV02103,C00725,"P00183,P00204,P00077,P00425,P00457",20/04/2024,ST
INV02104,C00462,"P00287,P00396,P00408",12/11/2024,MK
INV02105,C00377,"P00271,P00387,P00071,P00527",16/05/2025,MK
INV02106,C00878,"P00124,P00053,P00160,P00210,P00261",16/06/2024,TKO
INV02107,C00163,"P00271,P00387",04/10/2025,MK
INV02108,C00514,P00422,18/09/2025,TKO
INV02109,C00660,"P00470,P00179,P00115",16/08/2024,CYB
INV02110,C00769,"P00370,P00240,P00016,P00135",14/08/2024,ST
INV02111,C01097,"P00076,P00527,P00161,P00220",16/12/2024,TKO
INV02112,C00411,"P00270,P00442",16/06/2025,TKO
INV02113,C00243,"P00131,P00103,P00012,P00047",14/10/2024,MK
INV02114,C00884,"P00493,P00295,P00415",19/03/2025,MK
INV02115,C01102,"P00086,P00182,P00304,P00175",11/06/2025,TKO
INV02116,C00505,"P00271,P00387,P00227,P00149",30/08/2024,MK
INV02117,C01004,"P00370,P00249",02/05/2025,TKO
INV02118,C00889,"P00396,P00185,P00240,P00501,P00152",01/11/2024,TKO
INV02119,C00301,P00451,11/07/2024,MK
INV02120,C00974,P00221,26/04/2024,MK
INV02121,C00920,"P00406,P00115,P00512,P00376",25/08/2025,ST
INV02122,C00690,"P00487,P00322",14/11/2024,TKO
INV02123,C00537,"P00418,P00228,P00215,P00480,P00031",02/06/2025,CYB
INV02124,C00650,"P00070,P00003,P00400,P00075,P00505",15/05/2025,ST
INV02125,C00594,"P00270,P00442",30/06/2024,CYB
INV02126,C00671,"P00271,P00387,P00351,P00177",03/06/2025,CYB
INV02127,C01070,"P00478,P00232,P00403,P00065",28/06/2024,ST
INV02128,C00346,"P00092,P00162,P00452,P00299",29/09/2024,TKO
INV02129,C00157,P00097,26/02/2024,MK
INV02130,C00742,"P00415,P00062,P00431",14/12/2024,TKO
INV02131,C00215,"P00087,P00233",24/06/2025,TKO
INV02132,C00585,"P00271,P00387,P00295",06/05/2025,CYB
INV02133,C00273,"P00480,P00153",04/05/2025,TKO
INV02134,C00168,"P00271,P00387",29/04/2024,ST
INV02135,C00623,"P00376,P00164",08/07/2025,CYB
INV02136,C00785,"P00271,P00387,P00492,P00044",11/06/2025,ST
INV02137,C00313,"P00271,P00387",22/06/2025,TKO
INV02138,C00320,"P00404,P00107",02/09/2025,ST
INV02139,C00215,"P00340,P00181,P00468,P00370,P00110",04/07/2024,CYB
INV02140,C01094,"P00463,P00233",07/04/2025,MK
INV02141,C00095,P00081,20/07/2025,TKO
INV02142,C00034,"P00294,P00169,P00088",07/01/2024,ST
INV02143,C00049,"P00013,P00365,P00281",16/03/2024,MK
INV02144,C00121,"P00306,P00104,P00024,P00247",14/11/2024,MK
INV02145,C00819,"P00442,P00308,P00190,P00153",10/07/2024,MK
INV02146,C00895,"P00183,P00141,P00519,P00523",22/01/2024,CYB
INV02147,C00582,"P00487,P00114,P00142,P00157",14/04/2025,TKO
INV02148,C01052,"P00475,P00437",30/07/2025,TKO
INV02149,C00116,"P00327,P00239,P00270,P00275",13/12/2025,TKO
INV02150,C00223,"P00461,P00338",18/01/2024,MK
INV02151,C00593,"P00459,P00371,P00445",04/04/2025,ST
INV02152,C00963,"P00366,P00159,P00525,P00276,P00495",01/02/2025,ST
INV02153,C00093,"P00325,P00056,P00449",21/12/2025,TKO
INV02154,C00634,"P00270,P00442",13/07/2024,ST
INV02155,C00421,"P00365,P00383,P00058,P00209,P00007",16/09/2025,TKO
INV02156,C00284,"P00228,P00528",05/01/2024,TKO
INV02157,C00780,"P00037,P00212,P00431",14/02/2025,CYB
INV02158,C00055,"P00003,P00398,P00166,P00010",31/07/2025,CYB
INV02159,C00149,"P00487,P00158",15/09/2024,TKO
INV02160,C00836,"P00484,P00142,P00196,P00374",02/01/2025,CYB
INV02161,C00507,"P00181,P00232",28/12/2024,TKO
INV02162,C00681,"P00481,P00358,P00430",16/11/2024,MK
INV02163,C00225,"P00090,P00251,P00498,P00221",31/07/2025,ST
INV02164,C01103,"P00336,P00087",06/04/2025,MK
INV02165,C00511,"P00270,P00442",13/11/2025,TKO
INV02166,C00413,"P00193,P00464,P00288,P00110,P00205",26/12/2024,ST
INV02167,C00467,"P00237,P00535",11/11/2025,MK
INV02168,C00594,"P00519,P00528,P00512,P00059,P00292",19/01/2024,CYB
INV02169,C00864,"P00133,P00043,P00516",11/05/2024,ST
INV02170,C00232,"P00185,P00281,P00067,P00490",03/11/2025,MK
INV02171,C00847,"P00435,P00014,P00446,P00434,P00273",09/08/2024,CYB
INV02172,C00532,"P00036,P00297,P00420",22/07/2025,TKO
INV02173,C00090,"P00270,P00442,P00532,P00485",12/02/2024,CYB
INV02174,C00736,"P00320,P00363,P00106,P00227,P00357",27/12/2025,MK
INV02175,C01150,"P00104,P00211",21/04/2025,MK
INV02176,C00508,P00283,17/05/2025,CYB
INV02177,C00810,P00348,29/07/2024,MK
INV02178,C00359,"P00270,P00442,P00250",02/10/2024,MK
INV02179,C00501,"P00408,P00343",30/05/2024,MK
INV02180,C00740,"P00391,P00529,P00465,P00413",29/07/2025,MK
INV02181,C00179,"P00270,P00442,P00239,P00364",03/09/2024,ST
INV02182,C00742,"P00217,P00420",20/10/2024,CYB
INV02183,C00123,"P00281,P00427,P00533,P00410,P00339",01/04/2025,MK
INV02184,C01094,"P00254,P00029,P00286",20/03/2024,ST
INV02185,C00288,"P00355,P00191,P00285",17/04/2025,TKO
INV02186,C01113,"P00281,P00367",18/11/2024,CYB
INV02187,C00760,"P00154,P00294,P00474,P00271",19/11/2025,CYB
INV02188,C00980,"P00048,P00155,P00366,P00165,P00428",19/11/2025,CYB
INV02189,C00800,P00305,24/07/2024,ST
INV02190,C00126,"P00270,P00442,P00291,P00367",28/02/2025,MK
INV02191,C00362,P00074,12/06/2024,TKO
INV02192,C00990,"P00428,P00400,P00243,P00535,P00376",24/04/2024,CYB
INV02193,C01121,"P00250,P00491,P00438",21/12/2024,TKO
INV02194,C01159,"P00480,P00457,P00262,P00437,P00438",11/12/2024,CYB
INV02195,C00600,"P00270,P00442",21/06/2024,CYB
INV02196,C00893,"P00102,P00110",26/10/2025,CYB
INV02197,C01173,"P00271,P00387,P00513,P00280",14/07/2024,TKO
INV02198,C01131,"P00271,P00387",02/10/2024,MK
INV02199,C00343,"P00066,P00452,P00449,P00401,P00243",12/07/2024,MK
INV02200,C00520,"P00361,P00441",02/05/2024,TKO
INV02201,C00011,P00072,05/01/2024,ST
INV02202,C00985,"P00271,P00387",15/05/2024,TKO
INV02203,C00690,"P00476,P00013",19/03/2025,ST
INV02204,C00420,"P00059,P00228",18/01/2024,TKO
INV02205,C00766,"P00101,P00505,P00168,P00460,P00331",02/04/2024,CYB
INV02206,C01125,"P00354,P00288,P00207",20/07/2024,CYB
INV02207,C00883,"P00244,P00394,P00319,P00486,P00357",01/06/2024,TKO
INV02208,C00981,"P00094,P00268,P00272",01/06/2025,ST
INV02209,C00956,"P00251,P00114,P00131,P00489,P00337",19/04/2024,ST
INV02210,C00066,"P00390,P00147,P00160",24/04/2024,MK
INV02211,C00458,P00519,21/08/2024,TKO
INV02212,C01130,P00309,16/02/2025,TKO
INV02213,C00746,"P00271,P00387,P00229,P00144",19/04/2025,CYB
INV02214,C00506,"P00384,P00048",29/12/2024,TKO
INV02215,C00688,P00509,15/12/2025,ST
INV02216,C00635,"P00508,P00347",14/09/2025,MK
INV02217,C00992,"P00442,P00019",01/10/2024,MK
INV02218,C01134,"P00008,P00400,P00373",31/12/2024,CYB
INV02219,C00064,"P00197,P00300,P00223,P00527,P00361",24/04/2025,TKO
INV02220,C00531,"P00282,P00311,P00080,P00389,P00185",27/08/2025,ST
INV02221,C00081,"P00403,P00163,P00180,P00382,P00338",17/10/2024,CYB
INV02222,C00526,P00119,17/10/2025,MK
INV02223,C00171,"P00271,P00387",25/10/2025,ST
INV02224,C00125,P00504,04/01/2024,ST
INV02225,C00472,"P00172,P00350,P00260,P00071",19/06/2025,TKO
INV02226,C00282,"P00175,P00137,P00341",05/10/2025,ST
INV02227,C00435,"P00017,P00256,P00309,P00418,P00063",21/08/2025,MK
INV02228,C00330,"P00025,P00409,P00438",29/08/2024,TKO
INV02229,C00025,"P00240,P00379",19/01/2025,TKO
INV02230,C00396,"P00349,P00368,P00484",04/05/2024,MK
INV02231,C00060,"P00437,P00142,P00377,P00065,P00130",27/11/2025,CYB
INV02232,C00162,P00103,31/07/2025,ST
INV02233,C00868,"P00156,P00339,P00461,P00477",30/08/2024,TKO
INV02234,C00929,P00373,28/05/2024,TKO
INV02235,C00325,"P00439,P00078,P00301,P00445,P00464",16/10/2025,CYB
INV02236,C00199,"P00197,P00066",03/03/2025,ST
INV02237,C00665,P00465,25/04/2024,MK
INV02238,C00394,"P00235,P00472,P00113",14/08/2025,TKO
INV02239,C00725,"P00338,P00530,P00501,P00461",26/03/2024,CYB
INV02240,C00694,P00498,28/03/2024,TKO
INV02241,C00047,"P00481,P00371,P00030,P00026,P00060",17/02/2024,MK
INV02242,C00429,"P00357,P00160",08/12/2025,CYB
INV02243,C00753,"P00466,P00248",23/04/2024,CYB
INV02244,C00173,"P00002,P00171,P00093,P00274",05/03/2024,MK
INV02245,C01176,P00496,09/11/2025,CYB
INV02246,C00133,"P00271,P00387,P00254,P00138",27/08/2024,ST
INV02247,C00136,"P00276,P00370,P00241",14/07/2024,ST
INV02248,C01057,"P00528,P00179,P00169,P00506,P00526",23/01/2024,MK
INV02249,C00138,"P00462,P00129,P00267",24/09/2024,CYB
INV02250,C00229,P00321,03/08/2024,ST
INV02251,C00672,"P00050,P00258,P00393",17/02/2025,MK
INV02252,C00257,P00137,30/05/2025,MK
INV02253,C00436,"P00245,P00407,P00375",19/11/2025,TKO
INV02254,C00576,"P00265,P00214,P00116",01/10/2024,ST
INV02255,C00045,"P00011,P00022,P00146",14/02/2024,ST
INV02256,C00734,"P00270,P00442,P00244,P00530",27/11/2025,MK
INV02257,C01023,"P00271,P00387",28/01/2024,TKO
INV02258,C00457,P00185,02/02/2025,TKO
INV02259,C00198,"P00060,P00230,P00073,P00017,P00248",05/10/2025,CYB
INV02260,C00885,"P00471,P00384,P00074,P00391,P00299",11/02/2025,MK
INV02261,C00193,"P00089,P00444,P00057,P00411,P00464",11/10/2024,TKO
INV02262,C00643,"P00344,P00236,P00253,P00008,P00209",28/10/2024,TKO
INV02263,C00248,P00253,29/10/2024,CYB
INV02264,C00803,"P00361,P00513,P00308,P00156,P00435",29/05/2024,MK
INV02265,C00805,"P00136,P00238",23/04/2024,ST
INV02266,C00724,P00211,25/11/2025,CYB
INV02267,C00422,"P00270,P00442,P00073",03/06/2025,ST
INV02268,C00614,"P00461,P00343",31/12/2024,MK
INV02269,C00486,"P00270,P00442",25/05/2025,ST
INV02270,C00530,"P00098,P00086,P00443",22/12/2024,TKO
INV02271,C00017,"P00219,P00444,P00211,P00005,P00484",22/12/2024,MK
INV02272,C00470,"P00310,P00434,P00419,P00062",29/07/2025,ST
INV02273,C00141,P00516,29/11/2025,TKO
INV02274,C01016,"P00197,P00377,P00150,P00146,P00220",01/01/2024,TKO
INV02275,C00056,"P00293,P00125,P00250",16/11/2025,CYB
INV02276,C00242,"P00209,P00451,P00084,P00440,P00510",27/05/2024,TKO
INV02277,C01126,"P00071,P00082,P00325,P00247",06/01/2025,CYB
INV02278,C00345,"P00404,P00087,P00133,P00397,P00229",07/09/2024,MK
INV02279,C00139,"P00270,P00442,P00342",16/06/2025,TKO
INV02280,C00841,P00416,22/02/2025,TKO
INV02281,C00069,"P00172,P00306",18/05/2024,TKO
INV02282,C00789,"P00197,P00152,P00349,P00382,P00117",23/12/2024,CYB
INV02283,C00880,"P00490,P00217,P00067",23/04/2024,ST
INV02284,C00620,"P00372,P00431,P00346",16/11/2025,CYB
INV02285,C00947,"P00382,P00298,P00534,P00442,P00450",07/09/2024,CYB
INV02286,C00533,"P00178,P00453,P00304,P00159,P00414",01/03/2024,ST
INV02287,C00462,"P00329,P00097",11/03/2025,CYB
INV02288,C00407,"P00254,P00498,P00108,P00481",26/10/2024,MK
INV02289,C00218,"P00011,P00265",12/11/2025,CYB
INV02290,C01047,P00445,25/12/2025,CYB
INV02291,C00754,"P00531,P00523,P00185,P00147,P00463",15/02/2025,CYB
INV02292,C01081,"P00107,P00332,P00484",21/09/2025,MK
INV02293,C00421,P00434,04/09/2024,CYB
INV02294,C00897,"P00268,P00387,P00202,P00491",18/05/2024,TKO
INV02295,C00209,"P00270,P00442,P00099",13/07/2024,CYB
INV02296,C01171,"P00271,P00387",13/07/2025,CYB
INV02297,C00137,"P00095,P00313",19/01/2025,CYB
INV02298,C01161,"P00266,P00294,P00117,P00349,P00255",12/04/2024,TKO
INV02299,C00436,"P00432,P00040,P00222,P00497,P00351",25/06/2024,ST
INV02300,C00394,"P00309,P00371,P00129",21/10/2025,CYB
INV02301,C00585,"P00239,P00297,P00055,P00257",06/01/2025,MK
INV02302,C00368,"P00008,P00498,P00137,P00183",20/04/2025,ST
INV02303,C00675,"P00271,P00387",11/12/2024,MK
INV02304,C01060,"P00181,P00031",27/07/2024,CYB
INV02305,C00755,"P00270,P00442,P00512,P00443",27/07/2024,MK
INV02306,C00109,"P00270,P00442,P00432",22/09/2024,TKO
INV02307,C00814,"P00206,P00156",21/03/2024,TKO
INV02308,C00991,P00192,08/01/2024,TKO
INV02309,C01074,P00133,04/04/2025,ST
INV02310,C01170,"P00271,P00387",19/03/2024,TKO
INV02311,C00051,"P00271,P00387",10/08/2024,CYB
INV02312,C00773,"P00232,P00014,P00136,P00409",06/07/2024,MK
INV02313,C00666,"P00435,P00368,P00329",18/03/2025,CYB
INV02314,C00239,"P00272,P00122,P00457,P00342,P00514",25/12/2025,TKO
INV02315,C00887,"P00270,P00442,P00138,P00420",03/12/2024,CYB
INV02316,C00879,P00240,30/05/2024,MK
INV02317,C00711,"P00271,P00387,P00166",14/02/2025,MK
INV02318,C00625,"P00174,P00458",29/11/2025,MK
INV02319,C00515,P00423,18/11/2025,ST
INV02320,C00453,P00329,27/08/2024,TKO
INV02321,C00657,"P00023,P00438,P00134,P00420,P00374",29/06/2025,MK
INV02322,C00514,P00232,21/02/2025,MK
INV02323,C01076,"P00003,P00178,P00316,P00076",23/02/2025,TKO
INV02324,C00079,"P00464,P00155",10/07/2024,TKO
INV02325,C00034,"P00508,P00483,P00176,P00218,P00165",13/04/2024,CYB
INV02326,C00944,"P00332,P00213,P00003",03/05/2025,TKO
INV02327,C00893,"P00271,P00387",22/09/2024,TKO
INV02328,C00824,"P00499,P00431",02/09/2024,TKO
INV02329,C01039,"P00015,P00095,P00503,P00006",19/02/2025,TKO
INV02330,C00795,P00330,27/07/2024,MK
INV02331,C01019,"P00341,P00103",27/07/2024,MK
INV02332,C00905,"P00227,P00154,P00319",27/06/2024,MK
INV02333,C00340,"P00264,P00226",07/01/2025,CYB
INV02334,C00366,"P00038,P00475,P00504,P00176,P00489",18/06/2024,CYB
INV02335,C01010,P00381,25/05/2024,CYB
INV02336,C00947,"P00378,P00190,P00340",07/12/2024,MK
INV02337,C00213,"P00181,P00481,P00316,P00121",22/04/2024,TKO
INV02338,C01097,"P00449,P00289,P00452",06/01/2025,ST
INV02339,C00561,"P00015,P00414,P00256",06/01/2025,ST
INV02340,C00502,"P00408,P00510,P00361",16/05/2024,MK
INV02341,C00026,"P00461,P00440,P00093,P00408,P00291",11/03/2024,ST
INV02342,C00995,P00337,30/01/2025,CYB
INV02343,C00480,"P00355,P00217,P00460,P00090,P00056",08/01/2025,MK
INV02344,C00793,"P00271,P00387,P00189",28/10/2025,MK
INV02345,C00599,"P00063,P00309,P00403,P00220,P00085",22/07/2024,TKO
INV02346,C00258,"P00305,P00032,P00411,P00208",17/07/2024,TKO
INV02347,C00982,"P00476,P00469,P00081",10/04/2025,MK
INV02348,C00168,"P00417,P00305,P00074,P00106,P00462",09/01/2025,CYB
INV02349,C00348,P00530,16/01/2025,CYB
INV02350,C00971,"P00359,P00378,P00156",25/10/2024,MK
INV02351,C00741,"P00022,P00153,P00214,P00480",17/06/2024,CYB
INV02352,C00729,"P00271,P00387",18/03/2024,MK
INV02353,C00485,"P00383,P00023,P00009",02/11/2024,MK
INV02354,C00233,"P00091,P00008,P00336,P00124",10/02/2024,CYB
INV02355,C00421,"P00123,P00510,P00302",07/10/2025,TKO
INV02356,C00547,"P00271,P00387",10/06/2024,TKO
INV02357,C01126,"P00517,P00049,P00101,P00184",18/07/2024,MK
INV02358,C00651,"P00353,P00522,P00146",30/08/2025,TKO
INV02359,C00174,"P00357,P00443,P00022,P00104,P00145",09/04/2024,CYB
INV02360,C00769,"P00132,P00046,P00230,P00329,P00210",20/10/2025,MK
INV02361,C01034,"P00207,P00027",26/05/2025,MK
INV02362,C01173,"P00382,P00157",16/03/2024,CYB
INV02363,C01139,"P00109,P00375",28/12/2024,TKO
INV02364,C00307,"P00210,P00449,P00493,P00336",29/07/2024,MK
INV02365,C01068,"P00361,P00036,P00283,P00422",18/07/2024,MK
INV02366,C01026,"P00463,P00465,P00042",22/01/2025,MK
INV02367,C00466,"P00152,P00528",31/01/2025,CYB
INV02368,C00222,"P00346,P00427,P00101,P00093",09/10/2025,TKO
INV02369,C00680,P00311,25/01/2024,TKO
INV02370,C01061,P00010,28/11/2025,ST
INV02371,C00070,"P00007,P00187",17/09/2025,MK
INV02372,C00648,"P00285,P00169,P00384,P00201",26/11/2024,ST
INV02373,C00580,P00182,06/05/2025,TKO
INV02374,C00377,"P00154,P00133,P00474",04/10/2024,ST
INV02375,C00133,"P00258,P00451,P00170,P00183,P00074",19/09/2025,ST
INV02376,C00052,"P00511,P00519,P00417",07/10/2025,MK
INV02377,C00150,"P00196,P00376,P00494,P00308,P00433",10/01/2025,TKO
INV02378,C00737,"P00401,P00035",21/01/2024,TKO
INV02379,C01034,"P00114,P00225",24/03/2025,CYB
INV02380,C01121,"P00432,P00226",12/05/2024,MK
INV02381,C00742,"P00296,P00229",12/08/2025,MK
INV02382,C00438,P00437,09/03/2024,CYB
INV02383,C00595,"P00190,P00163",16/10/2025,MK
INV02384,C00805,P00340,03/03/2025,CYB
INV02385,C01111,"P00168,P00487,P00340",16/05/2024,MK
INV02386,C00406,"P00403,P00236,P00445,P00076,P00433",19/09/2025,TKO
INV02387,C00771,P00115,31/12/2024,TKO
INV02388,C00226,"P00336,P00331,P00356",10/04/2025,CYB
INV02389,C00480,"P00270,P00442,P00464",01/01/2025,CYB
INV02390,C00711,P00005,28/08/2025,TKO
INV02391,C00038,"P00400,P00346,P00074,P00089",02/08/2025,ST
INV02392,C00594,"P00419,P00124",15/09/2024,ST
INV02393,C00041,"P00270,P00442,P00498,P00152",01/04/2024,CYB
INV02394,C00081,"P00164,P00217,P00369,P00050,P00116",24/09/2025,CYB
INV02395,C00230,"P00338,P00245,P00060",18/06/2024,ST
INV02396,C00605,"P00357,P00486,P00009,P00482",01/03/2024,CYB
INV02397,C00483,P00462,02/04/2024,MK
INV02398,C00690,P00479,19/04/2024,TKO
INV02399,C00590,"P00109,P00336",06/07/2025,MK
INV02400,C00979,"P00409,P00343,P00078",30/11/2025,MK
INV02401,C01170,"P00262,P00361",09/06/2025,ST
INV02402,C00907,"P00397,P00437",17/08/2024,MK
INV02403,C00332,"P00125,P00274",27/05/2024,CYB
INV02404,C00021,"P00094,P00243",02/08/2025,TKO
INV02405,C00750,"P00486,P00098,P00526",22/11/2025,CYB
INV02406,C01010,"P00123,P00383,P00227,P00265,P00529",10/11/2025,ST
INV02407,C00221,"P00270,P00442",20/04/2024,CYB
INV02408,C00735,"P00023,P00363,P00167,P00276",06/02/2024,TKO
INV02409,C00219,"P00406,P00523",18/12/2024,TKO
INV02410,C00194,"P00417,P00049,P00430,P00400,P00211",15/09/2025,CYB
INV02411,C00815,"P00438,P00345,P00061,P00406,P00035",16/03/2025,MK
INV02412,C00971,P00489,28/01/2025,MK
INV02413,C00520,"P00272,P00362",25/12/2025,CYB
INV02414,C00648,P00441,06/11/2025,ST
INV02415,C00875,"P00383,P00082,P00440",19/01/2025,MK
INV02416,C00170,"P00311,P00395,P00349",02/10/2024,CYB
INV02417,C01027,P00224,11/08/2025,TKO
INV02418,C00476,"P00261,P00115,P00523",26/11/2024,MK
INV02419,C00596,P00379,15/10/2024,ST
INV02420,C00393,"P00417,P00505,P00445,P00306",25/08/2025,TKO
INV02421,C00094,"P00271,P00387",06/11/2024,TKO
INV02422,C00934,P00244,10/10/2025,TKO
INV02423,C00322,"P00138,P00391,P00482",25/08/2025,TKO
INV02424,C00462,"P00271,P00387",10/04/2024,MK
INV02425,C00858,"P00424,P00395",27/09/2024,CYB
INV02426,C00963,"P00012,P00110,P00105,P00239",18/05/2025,MK
INV02427,C00354,"P00487,P00402,P00142",18/12/2024,MK
INV02428,C00799,"P00374,P00393,P00292,P00329,P00379",20/02/2025,ST
INV02429,C00172,"P00270,P00442",22/02/2025,MK
INV02430,C00231,"P00240,P00331,P00159,P00056",04/01/2024,CYB
INV02431,C00147,"P00318,P00306,P00364,P00375,P00208",07/05/2024,MK
INV02432,C00585,"P00270,P00442,P00175,P00156",31/05/2025,MK
INV02433,C00162,"P00271,P00387",21/05/2024,TKO
INV02434,C01088,"P00401,P00043,P00284",06/03/2025,MK
INV02435,C00737,P00197,18/03/2025,TKO
INV02436,C01001,"P00392,P00506,P00197",15/07/2025,MK
INV02437,C00240,P00285,27/12/2025,CYB
INV02438,C00963,"P00271,P00387,P00333",29/06/2024,ST
INV02439,C00066,"P00135,P00062,P00278,P00423",27/12/2025,MK
INV02440,C01102,"P00344,P00131,P00330",17/01/2025,MK
INV02441,C00002,P00356,09/06/2024,ST
INV02442,C00623,"P00271,P00387,P00325,P00010",25/12/2024,CYB
INV02443,C00385,"P00078,P00517,P00312,P00177",29/12/2025,MK
INV02444,C00646,"P00271,P00387",18/12/2025,CYB
INV02445,C00933,"P00138,P00306",11/09/2025,TKO
INV02446,C00189,"P00046,P00280,P00462,P00446,P00308",25/10/2025,MK
INV02447,C00071,"P00270,P00442,P00469",27/11/2025,ST
INV02448,C00084,P00359,02/01/2025,TKO
INV02449,C00677,P00184,08/09/2024,MK
INV02450,C01124,"P00396,P00425,P00153,P00471",02/07/2025,ST
INV02451,C00276,"P00448,P00110,P00530",08/04/2024,TKO
INV02452,C00979,"P00130,P00059,P00207,P00335,P00164",03/09/2025,CYB
INV02453,C00316,"P00278,P00037",22/05/2024,MK
INV02454,C00180,"P00270,P00442",27/01/2025,ST
INV02455,C00811,"P00100,P00521,P00319",26/02/2024,ST
INV02456,C00737,"P00449,P00291,P00049",27/09/2024,MK
INV02457,C00374,P00518,23/07/2025,CYB
INV02458,C00503,"P00305,P00441,P00300",28/03/2025,TKO
INV02459,C00421,P00229,29/05/2024,MK
INV02460,C00590,P00525,04/02/2024,TKO
INV02461,C00599,"P00052,P00350",08/06/2024,MK
INV02462,C00406,"P00251,P00172",18/08/2025,MK
INV02463,C00283,"P00323,P00441,P00494,P00096",22/12/2024,MK
INV02464,C00727,"P00202,P00211",04/10/2025,MK
INV02465,C00365,"P00138,P00012,P00356",19/10/2025,CYB
INV02466,C00029,"P00168,P00382,P00459",27/02/2024,MK
INV02467,C00759,"P00386,P00479,P00067",20/11/2025,TKO
INV02468,C01097,"P00390,P00527",07/06/2024,TKO
INV02469,C00621,P00268,30/03/2024,TKO
INV02470,C00917,P00372,03/07/2025,TKO
INV02471,C00873,"P00271,P00387,P00124",02/02/2025,ST
INV02472,C00732,"P00165,P00084",20/01/2025,TKO
INV02473,C00753,"P00088,P00042",26/02/2025,MK
INV02474,C00856,"P00178,P00224,P00306,P00131,P00120",11/12/2024,CYB
INV02475,C00112,P00022,15/06/2025,TKO
INV02476,C00200,"P00088,P00366",27/05/2025,CYB
INV02477,C00905,"P00029,P00024,P00094,P00439",07/09/2025,ST
INV02478,C00874,"P00088,P00498,P00094",20/08/2025,ST
INV02479,C00885,"P00530,P00420",02/01/2025,ST
INV02480,C00021,"P00060,P00042,P00527,P00012,P00350",25/11/2025,TKO
INV02481,C01176,"P00333,P00087,P00499",25/08/2024,ST
INV02482,C00599,"P00251,P00486,P00425,P00040",20/01/2024,MK
INV02483,C01036,"P00270,P00442,P00465",20/11/2025,CYB
INV02484,C01056,"P00248,P00306",25/07/2025,MK
INV02485,C00092,"P00040,P00450,P00479,P00280",10/11/2025,MK
INV02486,C00494,"P00271,P00387,P00060,P00207",18/04/2024,TKO
INV02487,C00637,"P00327,P00111,P00528,P00230",20/06/2024,TKO
INV02488,C01137,P00419,02/06/2024,MK
INV02489,C00555,"P00076,P00254,P00049,P00065",23/02/2024,TKO
INV02490,C00459,"P00271,P00387,P00215",10/02/2024,TKO
INV02491,C00193,P00510,17/03/2024,MK
INV02492,C00567,"P00356,P00098,P00290,P00028",21/07/2024,TKO
INV02493,C01000,"P00270,P00442,P00413,P00473",10/10/2024,MK
INV02494,C00327,"P00004,P00449,P00082",17/10/2025,MK
INV02495,C00025,"P00146,P00515,P00090",21/05/2024,CYB
INV02496,C00467,"P00309,P00053",01/11/2024,CYB
INV02497,C00837,"P00270,P00442",25/04/2024,ST
INV02498,C00684,"P00209,P00104,P00264,P00443,P00189",31/07/2025,CYB
INV02499,C00704,"P00039,P00008,P00219,P00333,P00116",30/06/2025,MK
INV02500,C00010,"P00270,P00442,P00489,P00346",01/05/2024,MK
INV02501,C01044,"P00330,P00219",11/08/2025,ST
INV02502,C00656,"P00252,P00418,P00380,P00453,P00101",04/02/2024,ST
INV02503,C00847,"P00252,P00336,P00384",05/10/2024,TKO
INV02504,C00030,"P00271,P00387",29/11/2024,TKO
INV02505,C00588,"P00450,P00339,P00379,P00288,P00362",09/02/2025,MK
INV02506,C00805,"P00209,P00460,P00190,P00238",05/12/2025,MK
INV02507,C00102,"P00468,P00485,P00312",11/10/2025,CYB
INV02508,C00868,"P00271,P00387",13/10/2024,CYB
INV02509,C00621,"P00271,P00387",21/09/2025,TKO
INV02510,C00054,"P00271,P00387,P00011",29/08/2025,TKO
INV02511,C00601,"P00004,P00534,P00198,P00226",27/01/2025,ST
INV02512,C00207,"P00192,P00217,P00517,P00446,P00281",03/05/2025,CYB
INV02513,C00023,"P00231,P00167,P00132,P00304,P00518",13/08/2025,TKO
INV02514,C00423,"P00448,P00126,P00264,P00409",04/03/2025,ST
INV02515,C00478,"P00213,P00461,P00462,P00251",04/08/2025,CYB
INV02516,C00058,"P00137,P00221",08/05/2025,TKO
INV02517,C00803,"P00411,P00037,P00383,P00211,P00221",31/08/2025,TKO
INV02518,C01043,"P00469,P00260,P00247,P00311",22/01/2024,CYB
INV02519,C00128,P00368,29/03/2024,MK
INV02520,C00938,"P00271,P00387,P00239",27/06/2025,CYB
INV02521,C00298,"P00351,P00360,P00295,P00237,P00032",01/07/2025,ST
INV02522,C00096,P00212,18/05/2024,MK
INV02523,C00056,"P00280,P00401",08/05/2025,ST
INV02524,C00989,P00159,07/03/2025,ST
INV02525,C00317,"P00270,P00442,P00249,P00432",17/05/2025,TKO
INV02526,C00637,"P00259,P00143,P00476",27/03/2024,MK
INV02527,C01142,"P00168,P00072",09/09/2024,CYB
INV02528,C00378,"P00167,P00422,P00369",01/10/2025,CYB
INV02529,C01171,"P00165,P00048",09/08/2024,MK
INV02530,C00695,"P00271,P00387,P00473,P00255",29/10/2024,MK
INV02531,C00857,"P00098,P00241",17/08/2025,CYB
INV02532,C00928,P00440,08/09/2024,MK
