Invoice no,Customer id,Product id list,Invoice date,Shopping mall,ProductList,Product id,Category,Price,Gender,Age,Payment method,LineAmount,InvoiceAmount
INV00321,C00126,P00469,2025-02-12,CYB,P00469,P00469,Clothing,719.92,M,55,Cash,719.92,719.92
INV00322,C00826,"P00397,P00066",2024-12-05,MK,P00397,P00397,Books,246.03,F,57,Credit Card,246.03,369.33
INV00322,C00826,"P00397,P00066",2024-12-05,MK,P00066,P00066,Groceries,123.3,F,57,Credit Card,123.3,369.33
INV00323,C00729,P00085,2025-11-16,CYB,P00085,P00085,Clothing,795.79,F,18,Cash,795.79,795.79
INV00324,C00271,"P00263,P00367,P00385,P00379,P00362",2025-01-13,TKO,P00263,P00263,Electronics,1799.6,F,22,Credit Card,1799.6,2841.18
INV00324,C00271,"P00263,P00367,P00385,P00379,P00362",2025-01-13,TKO,P00367,P00367,Toys,137.24,F,22,Credit Card,137.24,2841.18
INV00324,C00271,"P00263,P00367,P00385,P00379,P00362",2025-01-13,TKO,P00385,P00385,Toys,141.66,F,22,Credit Card,141.66,2841.18
INV00324,C00271,"P00263,P00367,P00385,P00379,P00362",2025-01-13,TKO,P00379,P00379,Clothing,665.29,F,22,Credit Card,665.29,2841.18
INV00324,C00271,"P00263,P00367,P00385,P00379,P00362",2025-01-13,TKO,P00362,P00362,Groceries,97.39,F,22,Credit Card,97.39,2841.18
INV00325,C00700,"P00270,P00442,P00077,P00421",2025-10-07,CYB,P00270,P00270,Electronics,1546.75,M,24,Mobile Payment,1546.75,4748.32
INV00325,C00700,"P00270,P00442,P00077,P00421",2025-10-07,CYB,P00442,P00442,Toys,129.62,M,24,Mobile Payment,129.62,4748.32
INV00325,C00700,"P00270,P00442,P00077,P00421",2025-10-07,CYB,P00077,P00077,Books,234.49,M,24,Mobile Payment,234.49,4748.32
INV00325,C00700,"P00270,P00442,P00077,P00421",2025-10-07,CYB,P00421,P00421,Electronics,2837.46,M,24,Mobile Payment,2837.46,4748.32
INV00326,C00785,"P00412,P00469,P00333",2024-10-31,ST,P00412,P00412,Groceries,243.07,M,35,Mobile Payment,243.07,1878.7999999999997
INV00326,C00785,"P00412,P00469,P00333",2024-10-31,ST,P00469,P00469,Clothing,719.92,M,35,Mobile Payment,719.92,1878.7999999999997
INV00326,C00785,"P00412,P00469,P00333",2024-10-31,ST,P00333,P00333,Clothing,915.81,M,35,Mobile Payment,915.81,1878.7999999999997
INV00327,C00558,"P00533,P00267,P00306",2025-06-06,TKO,P00533,P00533,Groceries,114.39,M,58,Credit Card,114.39,452.63
INV00327,C00558,"P00533,P00267,P00306",2025-06-06,TKO,P00267,P00267,Groceries,156.44,M,58,Credit Card,156.44,452.63
INV00327,C00558,"P00533,P00267,P00306",2025-06-06,TKO,P00306,P00306,Groceries,181.8,M,58,Credit Card,181.8,452.63
INV00328,C00740,P00245,2025-12-08,MK,P00245,P00245,Electronics,4281.2,M,41,Mobile Payment,4281.2,4281.2
INV00329,C00652,"P00270,P00442,P00306,P00487",2025-01-25,CYB,P00270,P00270,Electronics,1546.75,F,21,Cash,1546.75,1998.7
INV00329,C00652,"P00270,P00442,P00306,P00487",2025-01-25,CYB,P00442,P00442,Toys,129.62,F,21,Cash,129.62,1998.7
INV00329,C00652,"P00270,P00442,P00306,P00487",2025-01-25,CYB,P00306,P00306,Groceries,181.8,F,21,Cash,181.8,1998.7
INV00329,C00652,"P00270,P00442,P00306,P00487",2025-01-25,CYB,P00487,P00487,Books,140.53,F,21,Cash,140.53,1998.7
INV00330,C00429,"P00029,P00371,P00378,P00218",2025-06-22,TKO,P00029,P00029,Clothing,837.78,M,27,Cash,837.78,3698.7599999999998
INV00330,C00429,"P00029,P00371,P00378,P00218",2025-06-22,TKO,P00371,P00371,Electronics,2361.0,M,27,Cash,2361.0,3698.7599999999998
INV00330,C00429,"P00029,P00371,P00378,P00218",2025-06-22,TKO,P00378,P00378,Groceries,159.81,M,27,Cash,159.81,3698.7599999999998
INV00330,C00429,"P00029,P00371,P00378,P00218",2025-06-22,TKO,P00218,P00218,Books,340.17,M,27,Cash,340.17,3698.7599999999998
INV00331,C00572,"P00256,P00407,P00492",2025-05-27,CYB,P00256,P00256,Books,366.36,F,47,Cash,366.36,4597.58
INV00331,C00572,"P00256,P00407,P00492",2025-05-27,CYB,P00407,P00407,Electronics,2684.77,F,47,Cash,2684.77,4597.58
INV00331,C00572,"P00256,P00407,P00492",2025-05-27,CYB,P00492,P00492,Electronics,1546.45,F,47,Cash,1546.45,4597.58
INV00332,C01073,"P00432,P00019",2024-01-28,TKO,P00432,P00432,Toys,140.16,F,18,Cash,140.16,1487.27
INV00332,C01073,"P00432,P00019",2024-01-28,TKO,P00019,P00019,Electronics,1347.11,F,18,Cash,1347.11,1487.27
INV00333,C00931,"P00129,P00083,P00389,P00282",2024-07-06,CYB,P00129,P00129,Clothing,402.61,F,58,Mobile Payment,402.61,1637.4099999999999
INV00333,C00931,"P00129,P00083,P00389,P00282",2024-07-06,CYB,P00083,P00083,Groceries,80.69,F,58,Mobile Payment,80.69,1637.4099999999999
INV00333,C00931,"P00129,P00083,P00389,P00282",2024-07-06,CYB,P00389,P00389,Clothing,787.0,F,58,Mobile Payment,787.0,1637.4099999999999
INV00333,C00931,"P00129,P00083,P00389,P00282",2024-07-06,CYB,P00282,P00282,Clothing,367.11,F,58,Mobile Payment,367.11,1637.4099999999999
INV00334,C00640,"P00270,P00442,P00474",2025-01-27,ST,P00270,P00270,Electronics,1546.75,M,33,Mobile Payment,1546.75,6015.46
INV00334,C00640,"P00270,P00442,P00474",2025-01-27,ST,P00442,P00442,Toys,129.62,M,33,Mobile Payment,129.62,6015.46
INV00334,C00640,"P00270,P00442,P00474",2025-01-27,ST,P00474,P00474,Electronics,4339.09,M,33,Mobile Payment,4339.09,6015.46
INV00335,C00569,"P00409,P00514,P00296",2024-07-12,CYB,P00409,P00409,Electronics,1611.32,F,37,Credit Card,1611.32,8618.01
INV00335,C00569,"P00409,P00514,P00296",2024-07-12,CYB,P00514,P00514,Electronics,2469.68,F,37,Credit Card,2469.68,8618.01
INV00335,C00569,"P00409,P00514,P00296",2024-07-12,CYB,P00296,P00296,Electronics,4537.01,F,37,Credit Card,4537.01,8618.01
INV00336,C00752,"P00272,P00181,P00489,P00470",2024-08-01,MK,P00272,P00272,Toys,104.52,M,19,Credit Card,104.52,1469.54
INV00336,C00752,"P00272,P00181,P00489,P00470",2024-08-01,MK,P00181,P00181,Clothing,950.68,M,19,Credit Card,950.68,1469.54
INV00336,C00752,"P00272,P00181,P00489,P00470",2024-08-01,MK,P00489,P00489,Groceries,277.39,M,19,Credit Card,277.39,1469.54
INV00336,C00752,"P00272,P00181,P00489,P00470",2024-08-01,MK,P00470,P00470,Toys,136.95,M,19,Credit Card,136.95,1469.54
INV00337,C00594,"P00285,P00088",2025-06-11,ST,P00285,P00285,Groceries,206.96,F,40,Cash,206.96,1724.0900000000001
INV00337,C00594,"P00285,P00088",2025-06-11,ST,P00088,P00088,Electronics,1517.13,F,40,Cash,1517.13,1724.0900000000001
INV00338,C00043,P00177,2025-10-11,TKO,P00177,P00177,Books,525.53,F,29,Mobile Payment,525.53,525.53
INV00339,C00509,"P00160,P00082,P00079",2024-01-25,TKO,P00160,P00160,Toys,120.34,F,36,Cash,120.34,2066.84
INV00339,C00509,"P00160,P00082,P00079",2024-01-25,TKO,P00082,P00082,Electronics,1703.39,F,36,Cash,1703.39,2066.84
INV00339,C00509,"P00160,P00082,P00079",2024-01-25,TKO,P00079,P00079,Groceries,243.11,F,36,Cash,243.11,2066.84
INV00340,C01149,"P00271,P00387",2025-04-25,ST,P00271,P00271,Toys,108.14,F,43,Cash,108.14,305.54
INV00340,C01149,"P00271,P00387",2025-04-25,ST,P00387,P00387,Books,197.4,F,43,Cash,197.4,305.54
INV00341,C00308,"P00385,P00071",2025-10-10,TKO,P00385,P00385,Toys,141.66,M,42,Cash,141.66,943.8399999999999
INV00341,C00308,"P00385,P00071",2025-10-10,TKO,P00071,P00071,Clothing,802.18,M,42,Cash,802.18,943.8399999999999
INV00342,C01129,"P00270,P00442,P00147,P00136",2024-07-11,MK,P00270,P00270,Electronics,1546.75,F,18,Credit Card,1546.75,3519.3900000000003
INV00342,C01129,"P00270,P00442,P00147,P00136",2024-07-11,MK,P00442,P00442,Toys,129.62,F,18,Credit Card,129.62,3519.3900000000003
INV00342,C01129,"P00270,P00442,P00147,P00136",2024-07-11,MK,P00147,P00147,Groceries,121.32,F,18,Credit Card,121.32,3519.3900000000003
INV00342,C01129,"P00270,P00442,P00147,P00136",2024-07-11,MK,P00136,P00136,Electronics,1721.7,F,18,Credit Card,1721.7,3519.3900000000003
INV00343,C01033,P00060,2024-08-28,TKO,P00060,P00060,Groceries,261.76,M,23,Credit Card,261.76,261.76
INV00344,C00951,P00107,2025-08-16,TKO,P00107,P00107,Books,309.9,M,34,Cash,309.9,309.9
INV00345,C01155,P00295,2024-05-07,MK,P00295,P00295,Electronics,4643.41,F,26,Cash,4643.41,4643.41
INV00346,C00694,"P00331,P00275",2024-08-25,TKO,P00331,P00331,Electronics,4461.45,F,32,Credit Card,4461.45,4584.5
INV00346,C00694,"P00331,P00275",2024-08-25,TKO,P00275,P00275,Toys,123.05,F,32,Credit Card,123.05,4584.5
INV00347,C00498,"P00486,P00266",2025-06-20,ST,P00486,P00486,Electronics,4178.61,F,34,Cash,4178.61,4434.48
INV00347,C00498,"P00486,P00266",2025-06-20,ST,P00266,P00266,Clothing,255.87,F,34,Cash,255.87,4434.48
INV00348,C00664,"P00500,P00528,P00428",2024-09-27,MK,P00500,P00500,Groceries,115.32,F,49,Credit Card,115.32,3402.6900000000005
INV00348,C00664,"P00500,P00528,P00428",2024-09-27,MK,P00528,P00528,Clothing,954.36,F,49,Credit Card,954.36,3402.6900000000005
INV00348,C00664,"P00500,P00528,P00428",2024-09-27,MK,P00428,P00428,Electronics,2333.01,F,49,Credit Card,2333.01,3402.6900000000005
INV00349,C00629,"P00229,P00334,P00024,P00486,P00271",2025-03-06,CYB,P00229,P00229,Toys,138.76,M,36,Cash,138.76,4808.46
INV00349,C00629,"P00229,P00334,P00024,P00486,P00271",2025-03-06,CYB,P00334,P00334,Books,323.8,M,36,Cash,323.8,4808.46
INV00349,C00629,"P00229,P00334,P00024,P00486,P00271",2025-03-06,CYB,P00024,P00024,Groceries,59.15,M,36,Cash,59.15,4808.46
INV00349,C00629,"P00229,P00334,P00024,P00486,P00271",2025-03-06,CYB,P00486,P00486,Electronics,4178.61,M,36,Cash,4178.61,4808.46
INV00349,C00629,"P00229,P00334,P00024,P00486,P00271",2025-03-06,CYB,P00271,P00271,Toys,108.14,M,36,Cash,108.14,4808.46
INV00350,C00334,"P00121,P00020,P00049,P00138,P00411",2024-08-08,TKO,P00121,P00121,Groceries,304.02,F,41,Cash,304.02,8834.279999999999
INV00350,C00334,"P00121,P00020,P00049,P00138,P00411",2024-08-08,TKO,P00020,P00020,Electronics,3795.29,F,41,Cash,3795.29,8834.279999999999
INV00350,C00334,"P00121,P00020,P00049,P00138,P00411",2024-08-08,TKO,P00049,P00049,Electronics,1730.04,F,41,Cash,1730.04,8834.279999999999
INV00350,C00334,"P00121,P00020,P00049,P00138,P00411",2024-08-08,TKO,P00138,P00138,Electronics,2716.2,F,41,Cash,2716.2,8834.279999999999
INV00350,C00334,"P00121,P00020,P00049,P00138,P00411",2024-08-08,TKO,P00411,P00411,Books,288.73,F,41,Cash,288.73,8834.279999999999
INV00351,C00251,P00312,2025-08-20,MK,P00312,P00312,Toys,120.26,F,54,Mobile Payment,120.26,120.26
INV00352,C00904,"P00336,P00198,P00100,P00516,P00274",2025-11-06,TKO,P00336,P00336,Electronics,3584.61,M,25,Cash,3584.61,7468.9400000000005
INV00352,C00904,"P00336,P00198,P00100,P00516,P00274",2025-11-06,TKO,P00198,P00198,Toys,142.51,M,25,Cash,142.51,7468.9400000000005
INV00352,C00904,"P00336,P00198,P00100,P00516,P00274",2025-11-06,TKO,P00100,P00100,Toys,107.66,M,25,Cash,107.66,7468.9400000000005
INV00352,C00904,"P00336,P00198,P00100,P00516,P00274",2025-11-06,TKO,P00516,P00516,Electronics,2321.58,M,25,Cash,2321.58,7468.9400000000005
INV00352,C00904,"P00336,P00198,P00100,P00516,P00274",2025-11-06,TKO,P00274,P00274,Electronics,1312.58,M,25,Cash,1312.58,7468.9400000000005
INV00353,C00903,"P00270,P00442,P00326",2024-09-03,MK,P00270,P00270,Electronics,1546.75,M,48,Cash,1546.75,1900.21
INV00353,C00903,"P00270,P00442,P00326",2024-09-03,MK,P00442,P00442,Toys,129.62,M,48,Cash,129.62,1900.21
INV00353,C00903,"P00270,P00442,P00326",2024-09-03,MK,P00326,P00326,Groceries,223.84,M,48,Cash,223.84,1900.21
INV00354,C00090,"P00271,P00387,P00518,P00045",2024-10-01,ST,P00271,P00271,Toys,108.14,M,60,Cash,108.14,9916.04
INV00354,C00090,"P00271,P00387,P00518,P00045",2024-10-01,ST,P00387,P00387,Books,197.4,M,60,Cash,197.4,9916.04
INV00354,C00090,"P00271,P00387,P00518,P00045",2024-10-01,ST,P00518,P00518,Electronics,5447.33,M,60,Cash,5447.33,9916.04
INV00354,C00090,"P00271,P00387,P00518,P00045",2024-10-01,ST,P00045,P00045,Electronics,4163.17,M,60,Cash,4163.17,9916.04
INV00355,C00404,"P00270,P00442,P00097",2024-02-16,CYB,P00270,P00270,Electronics,1546.75,M,43,Cash,1546.75,2621.55
INV00355,C00404,"P00270,P00442,P00097",2024-02-16,CYB,P00442,P00442,Toys,129.62,M,43,Cash,129.62,2621.55
INV00355,C00404,"P00270,P00442,P00097",2024-02-16,CYB,P00097,P00097,Clothing,945.18,M,43,Cash,945.18,2621.55
INV00356,C00452,"P00271,P00387,P00428",2024-05-02,CYB,P00271,P00271,Toys,108.14,M,52,Mobile Payment,108.14,2638.55
INV00356,C00452,"P00271,P00387,P00428",2024-05-02,CYB,P00387,P00387,Books,197.4,M,52,Mobile Payment,197.4,2638.55
INV00356,C00452,"P00271,P00387,P00428",2024-05-02,CYB,P00428,P00428,Electronics,2333.01,M,52,Mobile Payment,2333.01,2638.55
INV00357,C01095,"P00002,P00361,P00088,P00411",2025-09-28,ST,P00002,P00002,Electronics,5462.98,M,21,Mobile Payment,5462.98,7770.58
INV00357,C01095,"P00002,P00361,P00088,P00411",2025-09-28,ST,P00361,P00361,Books,501.74,M,21,Mobile Payment,501.74,7770.58
INV00357,C01095,"P00002,P00361,P00088,P00411",2025-09-28,ST,P00088,P00088,Electronics,1517.13,M,21,Mobile Payment,1517.13,7770.58
INV00357,C01095,"P00002,P00361,P00088,P00411",2025-09-28,ST,P00411,P00411,Books,288.73,M,21,Mobile Payment,288.73,7770.58
INV00358,C00810,P00172,2024-06-18,ST,P00172,P00172,Toys,110.22,F,35,Credit Card,110.22,110.22
INV00359,C00534,"P00247,P00113",2024-11-09,CYB,P00247,P00247,Clothing,825.56,F,57,Mobile Payment,825.56,1226.81
INV00359,C00534,"P00247,P00113",2024-11-09,CYB,P00113,P00113,Books,401.25,F,57,Mobile Payment,401.25,1226.81
INV00360,C00619,"P00025,P00023",2024-01-28,CYB,P00025,P00025,Books,315.46,F,23,Credit Card,315.46,646.16
INV00360,C00619,"P00025,P00023",2024-01-28,CYB,P00023,P00023,Clothing,330.7,F,23,Credit Card,330.7,646.16
INV00361,C00645,"P00271,P00387",2025-11-03,TKO,P00271,P00271,Toys,108.14,M,51,Cash,108.14,305.54
INV00361,C00645,"P00271,P00387",2025-11-03,TKO,P00387,P00387,Books,197.4,M,51,Cash,197.4,305.54
INV00362,C01007,"P00270,P00442,P00201,P00448",2025-06-28,TKO,P00270,P00270,Electronics,1546.75,M,24,Credit Card,1546.75,7728.139999999999
INV00362,C01007,"P00270,P00442,P00201,P00448",2025-06-28,TKO,P00442,P00442,Toys,129.62,M,24,Credit Card,129.62,7728.139999999999
INV00362,C01007,"P00270,P00442,P00201,P00448",2025-06-28,TKO,P00201,P00201,Books,557.08,M,24,Credit Card,557.08,7728.139999999999
INV00362,C01007,"P00270,P00442,P00201,P00448",2025-06-28,TKO,P00448,P00448,Electronics,5494.69,M,24,Credit Card,5494.69,7728.139999999999
INV00363,C00397,"P00271,P00387,P00529,P00045",2024-03-29,CYB,P00271,P00271,Toys,108.14,M,39,Credit Card,108.14,5183.48
INV00363,C00397,"P00271,P00387,P00529,P00045",2024-03-29,CYB,P00387,P00387,Books,197.4,M,39,Credit Card,197.4,5183.48
INV00363,C00397,"P00271,P00387,P00529,P00045",2024-03-29,CYB,P00529,P00529,Clothing,714.77,M,39,Credit Card,714.77,5183.48
INV00363,C00397,"P00271,P00387,P00529,P00045",2024-03-29,CYB,P00045,P00045,Electronics,4163.17,M,39,Credit Card,4163.17,5183.48
INV00364,C00130,"P00531,P00213",2024-02-26,ST,P00531,P00531,Toys,100.56,F,49,Credit Card,100.56,1796.69
INV00364,C00130,"P00531,P00213",2024-02-26,ST,P00213,P00213,Electronics,1696.13,F,49,Credit Card,1696.13,1796.69
INV00365,C00241,"P00271,P00387,P00458",2024-05-02,TKO,P00271,P00271,Toys,108.14,F,31,Cash,108.14,434.91999999999996
INV00365,C00241,"P00271,P00387,P00458",2024-05-02,TKO,P00387,P00387,Books,197.4,F,31,Cash,197.4,434.91999999999996
INV00365,C00241,"P00271,P00387,P00458",2024-05-02,TKO,P00458,P00458,Toys,129.38,F,31,Cash,129.38,434.91999999999996
INV00366,C00293,"P00271,P00387",2025-08-19,MK,P00271,P00271,Toys,108.14,F,51,Mobile Payment,108.14,305.54
INV00366,C00293,"P00271,P00387",2025-08-19,MK,P00387,P00387,Books,197.4,F,51,Mobile Payment,197.4,305.54
INV00367,C00655,P00176,2025-01-04,MK,P00176,P00176,Clothing,623.48,M,43,Mobile Payment,623.48,623.48
INV00368,C00445,"P00126,P00529,P00332,P00199",2024-04-26,CYB,P00126,P00126,Electronics,1719.38,F,42,Mobile Payment,1719.38,2855.83
INV00368,C00445,"P00126,P00529,P00332,P00199",2024-04-26,CYB,P00529,P00529,Clothing,714.77,F,42,Mobile Payment,714.77,2855.83
INV00368,C00445,"P00126,P00529,P00332,P00199",2024-04-26,CYB,P00332,P00332,Toys,100.36,F,42,Mobile Payment,100.36,2855.83
INV00368,C00445,"P00126,P00529,P00332,P00199",2024-04-26,CYB,P00199,P00199,Books,321.32,F,42,Mobile Payment,321.32,2855.83
INV00369,C00843,P00438,2024-03-14,ST,P00438,P00438,Electronics,1511.98,M,21,Cash,1511.98,1511.98
INV00370,C00220,"P00271,P00387,P00095,P00135",2025-01-19,ST,P00271,P00271,Toys,108.14,M,47,Credit Card,108.14,793.3499999999999
INV00370,C00220,"P00271,P00387,P00095,P00135",2025-01-19,ST,P00387,P00387,Books,197.4,M,47,Credit Card,197.4,793.3499999999999
INV00370,C00220,"P00271,P00387,P00095,P00135",2025-01-19,ST,P00095,P00095,Toys,105.53,M,47,Credit Card,105.53,793.3499999999999
INV00370,C00220,"P00271,P00387,P00095,P00135",2025-01-19,ST,P00135,P00135,Books,382.28,M,47,Credit Card,382.28,793.3499999999999
INV00371,C00275,"P00033,P00410,P00166",2024-01-21,MK,P00033,P00033,Electronics,3038.85,F,18,Cash,3038.85,3314.68
INV00371,C00275,"P00033,P00410,P00166",2024-01-21,MK,P00410,P00410,Books,161.52,F,18,Cash,161.52,3314.68
INV00371,C00275,"P00033,P00410,P00166",2024-01-21,MK,P00166,P00166,Groceries,114.31,F,18,Cash,114.31,3314.68
INV00372,C00787,"P00223,P00421,P00532",2024-06-13,TKO,P00223,P00223,Electronics,5190.78,F,25,Cash,5190.78,8338.48
INV00372,C00787,"P00223,P00421,P00532",2024-06-13,TKO,P00421,P00421,Electronics,2837.46,F,25,Cash,2837.46,8338.48
INV00372,C00787,"P00223,P00421,P00532",2024-06-13,TKO,P00532,P00532,Books,310.24,F,25,Cash,310.24,8338.48
INV00373,C00604,P00041,2024-08-24,CYB,P00041,P00041,Clothing,400.92,M,56,Cash,400.92,400.92
INV00374,C00480,"P00251,P00213,P00150,P00510,P00437",2025-10-21,ST,P00251,P00251,Clothing,403.72,F,46,Credit Card,403.72,7961.37
INV00374,C00480,"P00251,P00213,P00150,P00510,P00437",2025-10-21,ST,P00213,P00213,Electronics,1696.13,F,46,Credit Card,1696.13,7961.37
INV00374,C00480,"P00251,P00213,P00150,P00510,P00437",2025-10-21,ST,P00150,P00150,Electronics,1437.58,F,46,Credit Card,1437.58,7961.37
INV00374,C00480,"P00251,P00213,P00150,P00510,P00437",2025-10-21,ST,P00510,P00510,Clothing,235.19,F,46,Credit Card,235.19,7961.37
INV00374,C00480,"P00251,P00213,P00150,P00510,P00437",2025-10-21,ST,P00437,P00437,Electronics,4188.75,F,46,Credit Card,4188.75,7961.37
INV00375,C00522,"P00270,P00442,P00057,P00152",2024-04-03,TKO,P00270,P00270,Electronics,1546.75,M,33,Cash,1546.75,6406.419999999999
INV00375,C00522,"P00270,P00442,P00057,P00152",2024-04-03,TKO,P00442,P00442,Toys,129.62,M,33,Cash,129.62,6406.419999999999
INV00375,C00522,"P00270,P00442,P00057,P00152",2024-04-03,TKO,P00057,P00057,Electronics,4624.48,M,33,Cash,4624.48,6406.419999999999
INV00375,C00522,"P00270,P00442,P00057,P00152",2024-04-03,TKO,P00152,P00152,Toys,105.57,M,33,Cash,105.57,6406.419999999999
INV00376,C00825,"P00388,P00381,P00387",2025-02-20,ST,P00388,P00388,Electronics,1661.09,M,23,Credit Card,1661.09,2139.5
INV00376,C00825,"P00388,P00381,P00387",2025-02-20,ST,P00381,P00381,Groceries,281.01,M,23,Credit Card,281.01,2139.5
INV00376,C00825,"P00388,P00381,P00387",2025-02-20,ST,P00387,P00387,Books,197.4,M,23,Credit Card,197.4,2139.5
INV00377,C00233,"P00249,P00136,P00065,P00176,P00137",2025-02-05,ST,P00249,P00249,Clothing,475.84,M,55,Credit Card,475.84,3793.46
INV00377,C00233,"P00249,P00136,P00065,P00176,P00137",2025-02-05,ST,P00136,P00136,Electronics,1721.7,M,55,Credit Card,1721.7,3793.46
INV00377,C00233,"P00249,P00136,P00065,P00176,P00137",2025-02-05,ST,P00065,P00065,Clothing,467.57,M,55,Credit Card,467.57,3793.46
INV00377,C00233,"P00249,P00136,P00065,P00176,P00137",2025-02-05,ST,P00176,P00176,Clothing,623.48,M,55,Credit Card,623.48,3793.46
INV00377,C00233,"P00249,P00136,P00065,P00176,P00137",2025-02-05,ST,P00137,P00137,Books,504.87,M,55,Credit Card,504.87,3793.46
INV00378,C00418,"P00070,P00520",2024-09-06,CYB,P00070,P00070,Electronics,2416.27,F,52,Credit Card,2416.27,2855.64
INV00378,C00418,"P00070,P00520",2024-09-06,CYB,P00520,P00520,Books,439.37,F,52,Credit Card,439.37,2855.64
INV00379,C00896,"P00270,P00442",2025-12-09,CYB,P00270,P00270,Electronics,1546.75,M,57,Credit Card,1546.75,1676.37
INV00379,C00896,"P00270,P00442",2025-12-09,CYB,P00442,P00442,Toys,129.62,M,57,Credit Card,129.62,1676.37
INV00380,C00186,"P00453,P00022,P00274",2024-10-23,ST,P00453,P00453,Groceries,254.68,F,21,Cash,254.68,1689.96
INV00380,C00186,"P00453,P00022,P00274",2024-10-23,ST,P00022,P00022,Toys,122.7,F,21,Cash,122.7,1689.96
INV00380,C00186,"P00453,P00022,P00274",2024-10-23,ST,P00274,P00274,Electronics,1312.58,F,21,Cash,1312.58,1689.96
INV00381,C00029,"P00317,P00524,P00171,P00410",2024-11-15,ST,P00317,P00317,Clothing,806.54,M,34,Cash,806.54,1292.65
INV00381,C00029,"P00317,P00524,P00171,P00410",2024-11-15,ST,P00524,P00524,Clothing,197.82,M,34,Cash,197.82,1292.65
INV00381,C00029,"P00317,P00524,P00171,P00410",2024-11-15,ST,P00171,P00171,Books,126.77,M,34,Cash,126.77,1292.65
INV00381,C00029,"P00317,P00524,P00171,P00410",2024-11-15,ST,P00410,P00410,Books,161.52,M,34,Cash,161.52,1292.65
INV00382,C01062,"P00105,P00435,P00058,P00085,P00210",2024-02-08,MK,P00105,P00105,Clothing,257.7,F,46,Credit Card,257.7,1632.3
INV00382,C01062,"P00105,P00435,P00058,P00085,P00210",2024-02-08,MK,P00435,P00435,Toys,97.94,F,46,Credit Card,97.94,1632.3
INV00382,C01062,"P00105,P00435,P00058,P00085,P00210",2024-02-08,MK,P00058,P00058,Clothing,374.92,F,46,Credit Card,374.92,1632.3
INV00382,C01062,"P00105,P00435,P00058,P00085,P00210",2024-02-08,MK,P00085,P00085,Clothing,795.79,F,46,Credit Card,795.79,1632.3
INV00382,C01062,"P00105,P00435,P00058,P00085,P00210",2024-02-08,MK,P00210,P00210,Toys,105.95,F,46,Credit Card,105.95,1632.3
INV00383,C01031,"P00214,P00250",2025-08-17,ST,P00214,P00214,Electronics,1984.29,M,47,Mobile Payment,1984.29,2195.69
INV00383,C01031,"P00214,P00250",2025-08-17,ST,P00250,P00250,Books,211.4,M,47,Mobile Payment,211.4,2195.69
INV00384,C00833,"P00384,P00374",2024-11-20,CYB,P00384,P00384,Groceries,223.43,F,55,Cash,223.43,340.32
INV00384,C00833,"P00384,P00374",2024-11-20,CYB,P00374,P00374,Books,116.89,F,55,Cash,116.89,340.32
INV00385,C01058,"P00342,P00071,P00287,P00432,P00501",2025-03-16,MK,P00342,P00342,Groceries,151.88,F,32,Credit Card,151.88,1339.6899999999998
INV00385,C01058,"P00342,P00071,P00287,P00432,P00501",2025-03-16,MK,P00071,P00071,Clothing,802.18,F,32,Credit Card,802.18,1339.6899999999998
INV00385,C01058,"P00342,P00071,P00287,P00432,P00501",2025-03-16,MK,P00287,P00287,Toys,135.23,F,32,Credit Card,135.23,1339.6899999999998
INV00385,C01058,"P00342,P00071,P00287,P00432,P00501",2025-03-16,MK,P00432,P00432,Toys,140.16,F,32,Credit Card,140.16,1339.6899999999998
INV00385,C01058,"P00342,P00071,P00287,P00432,P00501",2025-03-16,MK,P00501,P00501,Toys,110.24,F,32,Credit Card,110.24,1339.6899999999998
INV00386,C00992,"P00268,P00301",2024-02-13,CYB,P00268,P00268,Toys,120.64,M,41,Cash,120.64,209.12
INV00386,C00992,"P00268,P00301",2024-02-13,CYB,P00301,P00301,Books,88.48,M,41,Cash,88.48,209.12
INV00387,C00431,"P00084,P00248,P00424,P00090,P00519",2025-02-18,TKO,P00084,P00084,Toys,144.22,M,52,Mobile Payment,144.22,1269.11
INV00387,C00431,"P00084,P00248,P00424,P00090,P00519",2025-02-18,TKO,P00248,P00248,Clothing,235.92,M,52,Mobile Payment,235.92,1269.11
INV00387,C00431,"P00084,P00248,P00424,P00090,P00519",2025-02-18,TKO,P00424,P00424,Books,369.46,M,52,Mobile Payment,369.46,1269.11
INV00387,C00431,"P00084,P00248,P00424,P00090,P00519",2025-02-18,TKO,P00090,P00090,Groceries,255.92,M,52,Mobile Payment,255.92,1269.11
INV00387,C00431,"P00084,P00248,P00424,P00090,P00519",2025-02-18,TKO,P00519,P00519,Groceries,263.59,M,52,Mobile Payment,263.59,1269.11
INV00388,C01171,"P00182,P00365,P00090",2024-03-09,TKO,P00182,P00182,Groceries,94.38,F,33,Mobile Payment,94.38,725.72
INV00388,C01171,"P00182,P00365,P00090",2024-03-09,TKO,P00365,P00365,Clothing,375.42,F,33,Mobile Payment,375.42,725.72
INV00388,C01171,"P00182,P00365,P00090",2024-03-09,TKO,P00090,P00090,Groceries,255.92,F,33,Mobile Payment,255.92,725.72
INV00389,C00028,P00027,2024-09-26,CYB,P00027,P00027,Books,477.69,M,28,Cash,477.69,477.69
INV00390,C01054,"P00139,P00489,P00075",2025-07-17,TKO,P00139,P00139,Clothing,272.87,F,59,Cash,272.87,4164.18
